,Address,Postal_code,Arrondissement,Area,Price,Bedroom,Occupants,Floor,Elevator,Available_date,Description,Arrondissement_Name
2333,Place d'Italie - Paris,75013,13,35,1355,1,2,5,0.0,10-02-2024,"This charming and delightful 35 square meters , 1 Bedroom, apartment is located on rue Dumeril in the 13th arrondissement, on the 5 th French floor of a 19th century walk up building and it sleeps 2 people. This apartment is equipped with : washer, cable, TV, unlimited high speed internet access with the wifi, balcony, decorative fireplace, A/C.",Gobelins
2334,Chatelet - Les Halles - Paris,75001,1,68,3226,2,4,1,0.0,10-03-2024,"This charming 68 square meters , 2 Bedroom, apartment is located on rue Courtalon in the 1st arrondissement, on the 1 st French floor of a 18th century building walk up and it sleeps 4 people. This apartment is equipped with : washer-dryer, dishwasher, TV, unlimited high speed internet access with the wifi.",Louvre
2335,Commerce - Paris,75015,15,35,1398,1,4,2,0.0,01-07-2024,"This charming 35 square meters , 1 Bedroom, apartment is located on rue du Theatre in the 15th arrondissement, on the 2 nd French floor of a 19th century walk up building and it sleeps 4 people. This apartment is equipped with : mobile A/C, washer, unlimited high speed internet access, decorative fireplace, TV.",Vaugirard
2336,Sèvres-Babylone - Paris,75006,6,55,2500,1,3,4,1.0,now,"This charming and elegant 55 square meters , 1 Bedroom, apartment is located on rue de Sevres in the 6th arrondissement, on the 4 th French floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : washer, dryer, dishwasher, TV, balcony, unlimited high speed internet access with the wifi.",Luxembourg
2337,Montorgueil - Paris,75002,2,19,1183,1,2,2,0.0,02-08-2025,"This charming 19 square meters , Studio, apartment is located on rue Dussoubs in the 2nd arrondissement, on the 2 nd French floor of a 17th century walk up building and it sleeps 2 people. This apartment is equipped with : washer, dryer, oven,TV, unlimited high speed internet access with the wifi, phone. The owner of the property provides you with assistance available 24/7 if necessary.",Bourse
2338,Voltaire - Paris,75011,11,86,3118,2,4,2,1.0,10-05-2024,"This modern 86 square meters , 2 Bedroom, apartment is located on boulevard Voltaire in the 11th arrondissement, on the 2 nd French floor of a 19th century building and it sleeps 4 people. This apartment is equipped with : washer, dryer, dishwasher, cable, TV, unlimited high speed internet access with the wifi, balcony, decorative fireplace.",Popincourt
2339,République - Paris,75010,10,30,1559,1,2,0,0.0,10-07-2024,"This charming and tastefully decorated 30 square meters , 1 Bedroom, apartment is located on rue du Faubourg Saint Martin in the 10th arrondissement, on the ground floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : washer, TV, unlimited high speed internet access with the wifi, cable, dishwasher.",Entrepôt
2340,Canal Saint Martin - Paris,75019,19,49,2151,1,2,5,1.0,10/20/2024,"This charming and delightful 49 square meters , 1 Bedroom, apartment is located on avenue Jean Jaures in the 19th arrondissement, on the 5 th French floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : washer, dryer, cable, TV, unlimited high speed internet access with the wifi, balcony, DVD.",Buttes-Chaumont
2341,Neuilly sur Seine - Neuilly-sur-Seine,92200,92,61,2282,1,3,2,1.0,now,"This tastefully decorated and beautiful 61 square meters , 1 Bedroom, apartment is located on Rue De Villiers in Neuilly sur Seine, on the 2 nd French floor of a 19th century building and it sleeps 3 people. This apartment is equipped with : washer, dryer, dishwasher, cable, TV, unlimited high speed internet access, DVD, stereo, A/C.",Hauts-de-Seine
2342,Montmartre - Sacré Coeur - Paris,75018,18,28,1720,1,2,2,0.0,01-07-2024,"This bright and well located 28 square meters , 1 Bedroom, apartment is located on rue Berthe in the 18th arrondissement, on the 2 nd French floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : Combo Washer-Dryer, dishwasher, cable, TV, unlimited high speed internet access with the wifi.",Butte-Montmartre
2343,Le Marais - Paris,75003,3,35,1694,1,2,5,0.0,11-01-2024,"This charming 35 square meters , 1 Bedroom, apartment is located on rue des Archives in the 3rd arrondissement, on the 5 th French floor of a 16th century walk up building and it sleeps 2 people. This apartment is equipped with : washer, TV, unlimited high speed internet access with the wifi.",Temple
2344,Montmartre - Sacré Coeur - Paris,75018,18,22,1022,1,2,2,1.0,11-03-2024,"This charming and delightful 22 square meters , Studio, apartment is located on rue Nicolet in the 18th arrondissement, on the 2 nd French floor of a 19th century building and it sleeps 2 people. This apartment is equipped with : washer, unlimited high speed internet access with the wifi.",Butte-Montmartre
2345,Le Marais - Paris,75004,4,130,5800,3,5,4,0.0,11-10-2024,"This 130 square meters , 3 Bedroom, apartment is located on rue des Rosiers in the 4th arrondissement, on the 4 th French floor of a 19th century walk up building and it sleeps 5 people. This apartment is equipped with : washer, dryer, dishwasher, cable, TV, unlimited high speed internet access, balcony, DVD, stereo, VCR, decorative fireplace.",Hôtel-de-Ville
2346,Arc de Triomphe - Paris,75017,17,38,2049,1,2,6,1.0,15-07-2024,"This very well situated and comfortable , 1 Bedroom, apartment is located on Avenue de la Grande Armée in the 17th arrondissement, on the 6 th French floor building and it sleeps 2 people. This apartment is equipped with : washer, dryer, TV.",Batignolles-Monceau
2347,Invalides - Paris,75007,7,15,957,1,2,0,0.0,11/17/2024,"This charming 15 square meters , Studio, apartment is located on rue Amelie in the 7th arrondissement, on the ground floor of a 19th century building and it sleeps 2 people. This apartment is equipped with : cable, TV, unlimited high speed internet access, phone.",Palais-Bourbon
2348,Palais Royal - Paris,75002,2,55,2700,2,6,3,1.0,now,"This beautiful and modern 55 square meters , 2 Bedroom, apartment is located on rue Sainte Anne in the 2nd arrondissement, on the 3 rd French floor of a 18th century building and it sleeps 6 people. This apartment is equipped with : washer, dishwasher, cable, TV, unlimited high speed internet access, decorative fireplace.",Bourse
2349,Convention - Paris,75015,15,40,1710,1,2,6,1.0,12-01-2024,"This charming and cozy 40 square meters 1 Bedroom apartment is located on rue Desnouettes in the 15th arrondissement, on the 6th French floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : washer, dryer, dishwasher, wifi , phone, stereo, cable, TV.",Vaugirard
2350,Chatelet - Les Halles - Paris,75001,1,46,1800,1,4,4,0.0,now,"This charming 46 square meters , 1 Bedroom, apartment is located on rue Saint Denis in the 1st arrondissement, on the 4 th French floor of a 19th century walk up building and it sleeps 2 people. This apartment is equipped with : Combo Washer-Dryer, TV, unlimited high speed internet access with the wifi.",Louvre
2351,Gare du Nord - Paris,75010,10,145,4290,3,4,3,1.0,12-02-2024,"This charming and tastefully decorated 145 square meters , 3 Bedrooms, apartment is located on boulevard de Magenta in the 10th arrondissement, on the 3 rd French floor of a 20th century building and it sleeps 4 people. This apartment is equipped with : washer, dryer, dishwasher, cable, TV, unlimited high speed internet access with the wifi.",Entrepôt
2352,Canal Saint Martin - Paris,75010,10,47,1935,1,2,4,1.0,01-08-2024,"This 47 square meters , 1 Bedroom, apartment is located on avenue Claude Vellefaux in the 10th arrondissement, on the 4 th French floor of a 19th century building and it sleeps 2 people. This apartment is equipped with : Combo Washer-Dryer, washer, dryer, TV, unlimited high speed internet access with the wifi, stereo, decorative fireplace.",Entrepôt
2353,Montmartre - Abbesses - Paris,75018,18,35,1291,1,2,1,0.0,12/31/2024,"This charming and luminous 35 square meters , Studio, apartment is located on rue Durantin in the 18th arrondissement, on the 1 st French floor of a 19th century walk up building and it sleeps 2 people. This apartment is equipped with : washer, dryer, dishwasher, cable, TV, unlimited high speed internet access with the wifi.",Butte-Montmartre
2354,Parc Monceau - Paris,75017,17,30,1290,1,2,4,1.0,01-01-2025,"This charming 30 square meters , 1 Bedroom, apartment is located on rue de Saussure in the 17th arrondissement, on the 4 th French floor of a 19th century building and it sleeps 2 people. This apartment is equipped with : TV, unlimited high speed internet access.",Batignolles-Monceau
