,Address,Postal_code,Arrondissement,Area,Price,Bedroom,Occupants,Floor,Elevator,Available_date,
1955,Bonne Nouvelle - Paris,75010,10,60,2400,2,3,3,0,06/21/2025,
1956,Bibliothèque François Mitterrand - Paris,75013,13,40,1604,1,2,4,1,06/27/2025,
1957,Montmartre - Sacré Coeur - Paris,75018,18,30,1344,1,3,2,0,07-01-2025,
1958,La Villette - Paris,75019,19,27,1108,1,2,7,1,07-01-2025,
1959,Oberkampf - Paris,75011,11,63,2800,2,4,3,0,07-06-2025,
1960,Neuilly sur Seine - Neuilly-sur-Seine,92200,92,24,1149,1,2,0,0,07-06-2025,
1961,Le Marais - Paris,75003,3,16,1049,1,1,4,0,09-06-2025,
1962,Le Marais - Paris,75003,3,30,1800,1,1,2,1,01-01-2026,
1963,Saint-Germain-des-Prés - Paris,75006,6,19,1200,1,2,6,1,01-01-2027,
1964,Quartier Latin - Panthéon - Paris,75005,5,23,1452,1,2,2,0,07/19/2024,
1965,Quartier Latin - Panthéon - Paris,75005,5,177,15572,3,6,2,0,07/17/2025,
1966,Le Marais - Paris,75004,4,25,1355,1,4,1,1,08-01-2024,
1967,Grands Boulevards - Paris,75002,2,125,3226,2,4,2,1,09/30/2024,
1968,Montmartre - Sacré Coeur - Paris,75018,18,54,2000,2,4,0,0,now,
1969,Saint Augustin - Paris,75008,8,35,2043,1,4,5,1,08-02-2025,
1970,Le Marais - Paris,75004,4,25,1290,1,1,6,1,now,
1971,Bastille - Paris,75004,4,38,1500,1,4,6,1,07/19/2024,
1972,Réaumur - Sébastopol - Paris,75002,2,60,6452,2,4,1,1,08-12-2024,
1973,Gare de Lyon - Paris,75012,12,24,1613,1,2,3,0,07/19/2024,
1974,Le Marais - Paris,75004,4,40,2688,2,4,1,0,07/19/2024,
1975,Montmartre - Moulin Rouge - Paris,75018,18,30,1690,1,2,1,0,07/19/2024,
1976,Champs de Mars - Tour Eiffel - Paris,75015,15,42,2105,1,4,4,1,now,
1977,Sèvres - Paris,75007,7,35,2258,1,4,3,1,now,
1978,Parc Monceau - Paris,75008,8,40,2151,1,2,3,0,01-07-2024,
1979,Champs de Mars - Tour Eiffel - Paris,75016,16,24,1200,1,2,1,1,now,
1980,Bastille - Paris,75011,11,18,1022,1,2,3,0,01-08-2024,
1981,Saint-Germain-des-Prés - Paris,75006,6,90,5914,1,4,1,1,now,
1982,Invalides - Paris,75007,7,45,1554,1,2,4,1,07/19/2024,
1983,Bonne Nouvelle - Paris,75010,10,25,1499,1,4,3,0,07/19/2024,
1984,Champs de Mars - Tour Eiffel - Paris,75007,7,45,2651,2,5,3,0,01-03-2025,
1985,Montmartre - Sacré Coeur - Paris,75009,9,50,1774,1,2,6,1,07/19/2024,
1986,Le Marais - Paris,75004,4,58,2796,2,4,3,0,07/19/2024,
1987,Montparnasse - Paris,75014,14,28,1451,1,2,4,1,07/19/2024,
1988,Porte Maillot - Paris,75017,17,30,1351,1,2,1,1,07/19/2024,
1989,Champs-Élysées - Triangle d'Or - Paris,75008,8,92,12903,2,4,5,1,07/19/2024,
1990,Suresnes,92150,92,98,2500,3,5,3,1,07/19/2024,
1991,Champs-Élysées - Paris,75008,8,90,9140,2,4,6,1,now,
1992,Issy-les-Moulineaux,92130,92,44,1505,1,2,4,1,07/19/2024,
1993,Oberkampf - Paris,75011,11,80,2151,2,4,4,1,07/19/2024,
1994,Champs-Élysées - Paris,75008,8,48,3763,1,2,4,1,now,
1995,Neuilly sur Seine - Neuilly-sur-Seine,92200,92,27,1317,1,1,6,1,07/19/2024,
1996,Poissonnière - Paris,75010,10,60,1935,1,2,3,0,01-07-2024,
1997,Champs de Mars - Tour Eiffel - Paris,75008,8,35,1935,1,2,4,1,07/19/2024,
1998,Bibliothèque François Mitterrand - Paris,75013,13,48,1800,1,4,8,1,now,
1999,Nation - Paris,75011,11,44,1800,1,2,5,0,07/19/2024,
2000,Champs-Élysées - Paris,75008,8,50,3333,1,2,3,1,07/19/2024,
2001,Montmartre - Sacré Coeur - Paris,75018,18,26,1189,1,2,3,1,07/26/2024,
2002,Jardin du Luxembourg - Paris,75006,6,85,3333,2,3,3,1,02-06-2025,
2003,Montmartre - Sacré Coeur - Paris,75018,18,16,968,1,2,1,0,08-01-2024,
2004,Bastille - Paris,75011,11,51,1900,2,3,4,0,01-07-2024,
2005,Montmartre - Abbesses - Paris,75018,18,40,1613,1,4,2,0,08-04-2024,
2006,Trocadéro - Paris,75016,16,61,2980,2,3,2,1,08-11-2024,
2007,Vaugirard - Paris,75015,15,32,1237,1,1,1,1,08/15/2024,
2008,Bibliothèque François Mitterrand - Paris,75013,13,70,2200,2,4,2,1,12-03-2024,
2009,Richelieu Drouot - Paris,75009,9,65,2400,1,2,4,1,now,
2010,Champs de Mars - Tour Eiffel - Paris,75015,15,24,1560,1,2,4,0,08/24/2024,
2011,Saint-Germain-des-Prés - Paris,75006,6,16,1054,1,1,2,0,09-01-2024,
2012,Montmartre - Sacré Coeur - Paris,75018,18,30,1290,1,2,1,0,09-01-2024,
2013,Voltaire - Paris,75011,11,42,1720,1,2,1,1,09-01-2024,
2014,Auteuil - Paris,75016,16,48,1914,1,2,3,1,09-03-2024,
2015,Parc André Citroën - Paris,75015,15,40,1952,1,2,0,0,09-06-2024,
2016,Canal Saint Martin - Paris,75010,10,29,1333,1,2,1,0,now,
2017,Place de Clichy - Paris,75018,18,36,2019,2,2,0,0,09/15/2024,
2018,Saint Lazare - Paris,75009,9,86,3118,2,3,6,1,09/18/2024,
2019,Montorgueil - Paris,75002,2,19,1613,1,2,4,0,09/25/2024,
2020,Saint-Germain-des-Prés - Paris,75007,7,68,3226,2,4,2,1,09/28/2024,
2021,Vincennes,94300,94,60,2530,1,2,1,1,09/29/2024,
2022,Tuileries - Paris,75001,1,29,1828,1,2,5,0,09/30/2024,
2023,Guy Moquet - Paris,75018,18,64,2500,2,2,1,1,09/30/2024,
2024,Neuilly sur Seine - Neuilly-sur-Seine,92200,92,34,1398,1,2,0,0,10-01-2024,
2025,Champs de Mars - Tour Eiffel - Paris,75015,15,31,1500,1,2,4,1,10-01-2024,
2026,Montmartre - Sacré Coeur - Paris,75018,18,40,1390,1,3,1,0,10-01-2024,
2027,Champs de Mars - Tour Eiffel - Paris,75015,15,56,2366,1,4,1,1,now,
2028,République - Paris,75011,11,30,1490,1,2,2,0,10-02-2024,
2029,Arc de Triomphe - Paris,75017,17,29,1506,1,2,6,1,10-03-2024,
2030,Daumesnil - Paris,75012,12,28,1200,1,2,4,0,10-03-2024,
2031,Bonne Nouvelle - Paris,75002,2,26,1559,1,2,3,0,10-03-2024,
2032,Montorgueil - Paris,75002,2,45,2258,1,2,4,0,10-03-2024,
2033,Parc Monceau - Paris,75008,8,15,1022,1,1,6,1,10-04-2024,
2034,Vincennes,94300,94,15,900,1,2,7,1,08-02-2025,
2035,Champs de Mars - Tour Eiffel - Paris,75007,7,104,3920,2,5,6,1,12-04-2024,
2036,Le Marais - Paris,75004,4,30,1490,1,4,6,1,01-07-2024,
2037,Bastille - Paris,75012,12,31,1900,1,2,1,1,now,
2038,Champs de Mars - Tour Eiffel - Paris,75007,7,60,2500,1,2,3,1,12/20/2024,
2039,Champs de Mars - Tour Eiffel - Paris,75016,16,23,1290,1,2,2,1,01-07-2024,
2040,Notre Dame de Lorette - Paris,75009,9,63,2151,2,4,3,0,01-07-2024,
2041,Gare de Lyon - Paris,75012,12,36,1398,1,2,3,1,01-02-2025,
2042,Champs de Mars - Tour Eiffel - Paris,75007,7,28,1451,1,2,0,0,01-04-2025,
2043,Nation - Paris,75020,20,66,2043,1,2,0,0,02-01-2025,
2044,Quartier Latin - Panthéon - Paris,75005,5,20,1249,1,2,1,0,06-06-2025,
2045,Le Marais - Paris,75004,4,25,1387,1,2,1,1,07-01-2025,
2046,Saint-Germain-des-Prés - Paris,75006,6,28,1400,1,2,5,1,20-07-2024,
2047,Parc Montsouris - Paris,75014,14,39,1600,1,2,5,1,07/20/2025,
2048,Arc de Triomphe - Paris,75017,17,22,1291,1,1,4,0,07/24/2025,
2049,Montreuil - Paris,75020,20,42,1300,1,2,4,0,07/30/2025,
2050,Denfert Rochereau - Paris,75014,14,90,2900,2,4,5,1,01-07-2024,
2051,Butte aux Cailles - Paris,75013,13,24,1000,1,1,1,0,08-01-2025,
2052,Le Marais - Paris,75003,3,35,1680,1,2,1,0,now,
2053,Boulogne Billancourt,92100,92,48,1849,1,1,4,1,08-02-2025,
2054,Cadet - Paris,75009,9,32,1158,1,2,0,0,08-03-2025,
2055,Champs-Élysées - Paris,75017,17,21,1251,1,2,6,1,08-06-2025,
2056,Canal Saint Martin - Paris,75010,10,143,4449,3,5,3,1,08/14/2025,
2057,Arc de Triomphe - Paris,75016,16,65,2800,1,2,3,1,08/17/2025,
2058,Porte de Versailles - Paris,75015,15,31,1608,1,2,4,1,08/21/2025,
2059,Invalides - Paris,75007,7,50,2399,1,2,2,1,now,
2060,Chatelet - Les Halles - Paris,75001,1,74,2949,2,4,3,0,08/30/2025,
2061,Montorgueil - Paris,75002,2,25,1237,1,2,3,0,01-07-2024,
2062,Ledru Rollin - Paris,75012,12,31,1300,1,2,1,0,09-01-2025,
2063,Le Marais - Paris,75003,3,30,1490,1,2,5,1,09-01-2025,
2064,Montmartre - Sacré Coeur - Paris,75018,18,31,1390,1,2,1,0,09-02-2025,
2065,Le Marais - Paris,75003,3,35,1751,1,3,2,0,09-03-2025,
2066,Les Gobelins - Paris,75005,5,34,1523,1,2,3,1,now,
2067,Le Marais - Paris,75003,3,45,2400,1,2,6,1,now,
2068,Montorgueil - Paris,75002,2,12,990,1,2,1,0,09-04-2025,
2069,Ile de la Cité - Paris,75004,4,46,2600,2,4,2,1,09-05-2025,
2070,Pantin,93500,93,65,1700,2,4,0,0,09-05-2025,
2071,Auteuil - Paris,75016,16,52,2100,1,2,3,1,now,
2072,Ternes - Paris,75016,16,60,2200,1,2,4,1,09/15/2025,
2073,Alésia - Paris,75014,14,53,1925,1,2,1,1,09/18/2025,
2074,Place d'Italie - Paris,75013,13,26,1183,1,2,4,0,10-01-2025,
2075,Canal Saint Martin - Paris,75010,10,67,2200,2,4,0,0,10-01-2025,
2076,Montparnasse - Paris,75006,6,50,1800,1,3,4,0,10-01-2025,
2077,Invalides - Paris,75007,7,45,1799,1,2,3,0,now,
2078,Parc Monceau - Paris,75017,17,41,1500,1,2,0,0,10-01-2025,
2079,Montparnasse - Paris,75006,6,30,1630,1,2,5,1,10/27/2025,
2080,Saint Lazare - Paris,75009,9,112,3500,2,4,1,0,11/22/2025,
2081,Neuilly sur Seine - Neuilly-sur-Seine,92200,92,16,900,1,1,2,1,12-01-2025,
2082,Montmartre - Sacré Coeur - Paris,75018,18,21,1051,1,2,0,0,now,
2083,Cadet - Paris,75009,9,21,900,1,1,0,0,01-01-2026,
2084,Denfert Rochereau - Paris,75014,14,40,1398,1,1,4,0,01-01-2026,
2085,République - Paris,75010,10,26,1158,1,1,5,1,01-01-2026,
2086,Porte Maillot - Paris,75016,16,30,1768,1,2,2,0,01-09-2024,
2087,Le Marais - Paris,75004,4,20,1190,1,2,3,0,01-04-2026,
2088,Ile Saint Louis - Paris,75004,4,20,1263,1,2,4,0,02-01-2026,
2089,Boulogne Billancourt,92100,92,30,1289,1,2,1,0,03-04-2026,
2090,Montorgueil - Paris,75002,2,18,1237,1,2,2,0,now,
2091,Ledru Rollin - Paris,75012,12,48,1505,1,2,2,1,06-01-2026,
2092,Chatelet - Les Halles - Paris,75001,1,27,1449,1,2,1,0,06-07-2026,
2093,Le Marais - Paris,75003,3,110,3474,3,6,0,0,07-01-2026,
2094,Montorgueil - Paris,75002,2,24,1500,1,2,0,0,10-01-2026,
2095,Boulogne Billancourt,92100,92,18,1249,1,2,5,0,01-01-2027,
2096,Quartier Latin - Paris,75005,5,34,1510,1,2,2,0,01-01-2027,
2097,Montparnasse - Paris,75014,14,43,1600,1,2,1,0,01-04-2027,
2098,Champs-Élysées - Paris,75016,16,15,981,1,1,6,0,05-01-2027,
2099,Montmartre - Sacré Coeur - Paris,75009,9,18,1200,1,2,6,1,01-07-2024,
2100,Convention - Paris,75015,15,40,1579,1,2,1,1,now,
2101,Montmartre - Sacré Coeur - Paris,75018,18,100,3730,3,5,0,0,now,
2102,Jardin des Plantes - Paris,75005,5,38,1590,1,2,0,0,now,
2103,Saint-Germain-des-Prés - Paris,75007,7,190,9140,2,4,2,1,now,
2104,Saint-Germain-des-Prés - Paris,75006,6,47,2200,1,3,4,1,now,
2105,Voltaire - Paris,75011,11,17,1049,1,1,2,0,01-07-2024,
2106,Le Marais - Paris,75003,3,25,1828,1,1,1,0,09-01-2024,
2107,Parc Monceau - Paris,75017,17,25,1169,1,2,5,1,05-03-2025,
2108,Quartier Latin - Paris,75005,5,46,2100,1,4,2,1,12/16/2024,
2109,Miromesnil - Paris,75008,8,61,3500,2,4,3,1,now,
2110,Hôtel de Ville - Paris,75004,4,20,1421,1,2,6,0,01-03-2025,
2111,Champs de Mars - Tour Eiffel - Paris,75015,15,25,1398,1,1,8,1,07/19/2024,
2112,Madeleine - Paris,75009,9,22,1280,1,2,2,1,01-08-2024,
2113,Champs de Mars - Tour Eiffel - Paris,75015,15,27,1849,1,1,7,1,06-02-2025,
2114,Buttes Chaumont - Paris,75019,19,30,990,1,1,4,1,12-11-2024,
2115,Auteuil - Paris,75016,16,30,1552,1,2,3,0,09-04-2025,
2116,La Villette - Paris,75019,19,44,1549,1,2,5,1,12/18/2024,
2117,Champs-Élysées - Paris,75008,8,20,1398,1,2,1,1,03-07-2025,
2118,Ledru Rollin - Paris,75012,12,44,1800,1,2,4,0,12-03-2024,
2119,Convention - Paris,75015,15,25,1320,1,2,4,1,05/28/2025,
2120,Convention - Paris,75015,15,44,1649,1,2,1,1,09-01-2024,
2121,Le Marais - Paris,75003,3,23,989,1,2,1,0,12/14/2024,
2122,Vaugirard - Paris,75015,15,30,1449,1,2,1,1,09-03-2024,
2123,Parc Montsouris - Paris,75013,13,69,2400,2,3,1,1,now,
2124,Bonne Nouvelle - Paris,75010,10,25,1613,1,3,1,1,10/27/2024,
2125,Issy-les-Moulineaux,92130,92,82,3011,3,5,2,1,10/20/2024,
2126,Batignolles - Paris,75017,17,75,2527,2,4,5,1,10/20/2024,
2127,Parc Monceau - Paris,75008,8,200,12000,3,8,1,1,now,
2128,Champs de Mars - Tour Eiffel - Paris,75016,16,30,1751,1,2,2,1,now,
2129,Montmartre - Sacré Coeur - Paris,75009,9,17,949,1,1,1,0,11-01-2024,
2130,Montmartre - Sacré Coeur - Paris,75018,18,31,1183,1,2,4,0,11-02-2024,
2131,Père Lachaise - Paris,75011,11,32,1398,1,2,4,0,11-02-2024,
2132,Bastille - Paris,75004,4,30,1549,1,2,4,0,11-03-2024,
2133,Ternes - Paris,75017,17,112,4300,3,6,8,1,11/16/2024,
2134,Saint Lazare - Paris,75009,9,40,1900,1,2,5,1,12-01-2024,
2135,Chatelet - Les Halles - Paris,75001,1,46,1990,1,4,3,0,now,
2136,Commerce - Paris,75015,15,30,1400,1,2,7,1,12-04-2024,
2137,Auteuil - Paris,75016,16,14,842,1,1,1,1,12-05-2024,
2138,Invalides - Paris,75007,7,30,1900,1,2,3,0,12-06-2024,
2139,Boulogne Billancourt,92100,92,57,1990,1,2,2,0,12-09-2024,
2140,Invalides - Paris,75007,7,22,1300,1,2,0,0,12/22/2024,
2141,Saint-Germain-des-Prés - Paris,75006,6,20,1344,1,2,3,1,01-07-2024,
2142,Arc de Triomphe - Paris,75017,17,38,1851,1,3,4,1,12/31/2024,
2143,Champs de Mars - Tour Eiffel - Paris,75016,16,62,2551,1,2,1,1,12/31/2024,
2144,Beaugrenelle - Paris,75015,15,21,1032,1,1,7,1,01-01-2025,
2145,Champs-Élysées - Paris,75008,8,49,2200,1,4,3,1,01-01-2025,
2146,Neuilly sur Seine - Neuilly-sur-Seine,92200,92,50,1749,1,2,2,1,01-01-2025,
2147,Champs de Mars - Tour Eiffel - Paris,75015,15,70,3226,2,3,4,1,01-01-2025,
2148,Neuilly sur Seine - Neuilly-sur-Seine,92200,92,36,1190,1,2,4,1,now,
2149,Cadet - Paris,75009,9,40,1613,1,2,0,0,01-01-2025,
2150,Notre Dame de Lorette - Paris,75009,9,22,1105,1,2,2,1,01-01-2025,
2151,Parc André Citroën - Paris,75015,15,21,1263,1,2,1,0,01-01-2025,
2152,Auteuil - Paris,75016,16,69,2800,2,4,3,1,now,
2153,Gare du Nord - Paris,75010,10,24,1190,1,2,2,0,01-01-2025,
2154,Bastille - Paris,75003,3,31,1180,1,2,6,0,01-01-2025,
2155,Montmartre - Abbesses - Paris,75018,18,19,990,1,2,5,0,01-01-2025,
2156,Montparnasse - Paris,75014,14,32,1720,1,2,5,1,01-01-2025,
2157,Le Marais - Paris,75003,3,116,4500,3,6,2,0,01-01-2025,
2158,Ledru Rollin - Paris,75011,11,38,1400,1,2,5,0,01-01-2025,
2159,Madeleine - Paris,75008,8,32,1935,1,2,4,1,01-01-2025,
2160,Le Marais - Paris,75004,4,20,1290,1,2,1,1,01-01-2025,
2161,Poissonnière - Paris,75009,9,21,1200,1,1,5,1,01-01-2025,
2162,Daumesnil - Paris,75012,12,71,2100,2,4,3,1,01-01-2025,
2163,Père Lachaise - Paris,75020,20,18,971,1,2,6,1,01-01-2025,
2164,Montparnasse - Paris,75014,14,30,1375,1,2,2,0,01-01-2025,
2165,Beaubourg - Paris,75003,3,47,2000,1,2,3,1,01-01-2025,
2166,Les Gobelins - Paris,75013,13,15,1053,1,1,0,0,01-01-2025,
2167,Montparnasse - Paris,75015,15,29,1400,1,2,1,0,01-01-2025,
2168,Denfert Rochereau - Paris,75013,13,84,1757,1,2,4,1,01-01-2025,
2169,Neuilly sur Seine - Neuilly-sur-Seine,92200,92,30,1158,1,2,4,1,01-07-2024,
2170,République - Paris,75003,3,40,2097,1,2,3,0,01-01-2025,
2171,Porte Dauphine - Paris,75016,16,60,1900,1,2,2,1,01-01-2025,
2172,Père Lachaise - Paris,75011,11,22,1089,1,2,5,1,01-07-2024,
2173,Champs de Mars - Tour Eiffel - Paris,75016,16,30,1409,1,2,4,1,now,
2174,Quartier Latin - Paris,75005,5,45,1700,1,4,2,1,01-01-2025,
2175,Batignolles - Paris,75017,17,21,968,1,1,4,0,01-01-2025,
2176,Champs de Mars - Tour Eiffel - Paris,75016,16,110,4400,3,6,2,1,01-03-2025,
2177,Bastille - Paris,75003,3,43,1800,1,3,6,0,01-03-2025,
2178,République - Paris,75010,10,65,3000,3,6,5,0,01-03-2025,
2179,Champs-Élysées - Paris,75008,8,22,1613,1,2,1,1,01-04-2025,
2180,Victor Hugo - Paris,75016,16,26,1263,1,2,5,1,01-04-2025,
2181,Porte de Versailles - Issy-les-Moulineaux,92130,92,93,2100,2,4,9,1,now,
2182,Notre Dame de Lorette - Paris,75009,9,25,1129,1,2,1,1,01/21/2025,
2183,Commerce - Paris,75015,15,23,1320,1,2,5,1,01/24/2025,
2184,Daumesnil - Paris,75012,12,35,1490,1,2,1,1,01/25/2025,
2185,Parc des Expositions - Issy-les-Moulineaux,92130,92,25,1000,1,1,5,1,now,
2186,Le Marais - Paris,75003,3,25,1200,1,2,1,0,02-01-2025,
2187,Montparnasse - Paris,75015,15,54,1600,2,3,1,0,02-01-2025,
2188,Arc de Triomphe - Paris,75008,8,30,1613,1,2,2,1,02-01-2025,
2189,Jardin du Luxembourg - Paris,75006,6,39,1907,1,2,1,0,02-01-2025,
2190,Guy Moquet - Paris,75018,18,38,1400,1,3,0,0,02-02-2025,
2191,Montorgueil - Paris,75002,2,66,2430,1,2,4,0,02-03-2025,
2192,Cadet - Paris,75009,9,150,5269,3,6,3,1,20-12-2023,
2193,Auteuil - Paris,75016,16,60,1949,1,1,2,1,01-07-2024,
2194,République - Paris,75011,11,17,949,1,2,2,0,02/15/2025,
2195,Chatelet - Les Halles - Paris,75004,4,20,1505,1,2,1,0,03-01-2025,
2196,Pereire - Paris,75017,17,37,2311,1,2,7,1,03-02-2025,
2197,Madeleine - Paris,75008,8,32,1549,1,2,1,0,03-03-2025,
2198,Commerce - Paris,75015,15,67,2600,2,4,4,1,03/26/2025,
2199,Montmartre - Sacré Coeur - Paris,75018,18,15,900,1,2,1,0,03/27/2025,
2200,Neuilly sur Seine - Neuilly-sur-Seine,92200,92,21,999,1,2,0,0,04-02-2025,
2201,Bastille - Paris,75011,11,29,1300,1,3,3,0,04-02-2025,
2202,Parc Monceau - Paris,75008,8,77,2581,2,4,2,1,01-07-2024,
2203,Le Marais - Paris,75003,3,25,1431,1,2,3,0,04-03-2025,
2204,Belleville - Paris,75020,20,20,800,1,1,7,1,04-03-2025,
2205,Canal Saint Martin - Paris,75010,10,39,1700,1,2,0,0,04-03-2025,
2206,Le Marais - Paris,75004,4,28,1400,1,2,3,0,04-06-2025,
2207,Boulogne Billancourt,92100,92,57,1700,1,2,2,1,04/14/2025,
2208,Charonne - Paris,75011,11,70,2800,2,4,6,1,05-01-2025,
2209,Le Marais - Paris,75003,3,49,2400,2,5,4,1,05-01-2025,
2210,Porte de Versailles - Paris,75015,15,36,1505,1,2,7,1,05-01-2025,
2211,Jardin du Luxembourg - Paris,75005,5,32,1700,1,2,3,1,05-01-2025,
2212,Passy - Paris,75016,16,39,1590,1,2,7,1,05-03-2025,
2213,Montmartre - Sacré Coeur - Paris,75018,18,32,1330,1,2,2,0,05-06-2025,
2214,Chatelet - Les Halles - Paris,75001,1,18,1100,1,3,1,0,05/19/2025,
2215,Le Marais - Paris,75003,3,23,1172,1,2,2,1,06-01-2025,
2216,Montmartre - Abbesses - Paris,75018,18,27,1290,1,4,2,0,06-01-2025,
2217,Champs de Mars - Tour Eiffel - Paris,75015,15,32,1380,1,2,2,0,06-01-2025,
2218,Montorgueil - Paris,75002,2,30,1500,1,2,4,0,06-01-2025,
2219,Saint-Germain-des-Prés - Paris,75007,7,29,1579,1,2,6,0,06-02-2025,
2220,Boulogne Billancourt,92100,92,35,1451,1,2,3,1,06-03-2025,
2221,Saint-Germain-des-Prés - Paris,75007,7,22,1300,1,2,1,1,06-04-2025,
2222,Montmartre - Sacré Coeur - Paris,75018,18,22,1100,1,2,6,0,06-04-2025,
2223,Notre Dame - Paris,75005,5,21,1053,1,2,3,1,06-04-2025,
2224,Ledru Rollin - Paris,75012,12,28,1500,1,1,7,1,06-06-2025,
2225,Le Marais - Paris,75003,3,19,1300,1,1,6,1,06/20/2025,
2226,Avenue Foch - Paris,75016,16,17,968,1,1,1,1,06/23/2025,
2227,Montmartre - Abbesses - Paris,75018,18,25,1155,1,2,2,0,06/25/2025,
2228,Champs de Mars - Tour Eiffel - Paris,75015,15,45,1800,1,2,4,1,06/27/2025,
2229,Quartier Latin - Paris,75005,5,24,1249,1,1,6,1,now,
2230,Batignolles - Paris,75017,17,48,1851,1,2,4,1,07-01-2025,
2231,Poissonnière - Paris,75010,10,53,1600,1,4,0,0,now,
2232,Champs-Élysées - Paris,75017,17,30,1368,1,2,2,0,07-01-2025,
2233,Saint Lazare - Paris,75008,8,20,1200,1,2,6,0,07-03-2025,
2234,Ranelagh - Paris,75016,16,15,900,1,2,0,0,now,
2235,Montorgueil - Paris,75002,2,28,1451,1,2,5,0,07-03-2025,
2236,Alésia - Paris,75014,14,30,1398,1,1,2,0,07-03-2025,
2237,Saint Augustin - Paris,75008,8,39,1624,1,1,4,1,07-03-2025,
2238,Saint Lazare - Paris,75008,8,170,5500,3,6,4,1,01-07-2024,
2239,Quartier Latin - Paris,75005,5,78,3548,2,4,2,1,07-05-2025,
2240,Place d'Italie - Paris,75013,13,17,949,1,1,2,0,07-12-2025,
2241,Charonne - Paris,75020,20,24,1065,1,2,4,0,07/13/2025,
2242,Voltaire - Paris,75011,11,25,1251,1,4,5,0,01-01-2026,
2243,Père Lachaise - Paris,75020,20,40,1291,1,4,3,1,03/20/2026,
2244,Le Marais - Paris,75004,4,25,2146,1,2,1,1,07/19/2024,
2245,Notre Dame - Paris,75005,5,45,4954,1,4,2,1,01-07-2024,
2246,Montmartre - Abbesses - Paris,75018,18,52,2080,2,4,2,1,08-12-2024,
2247,Convention - Paris,75015,15,50,2000,1,2,4,0,07/19/2024,
2248,Jardin du Luxembourg - Paris,75005,5,40,2602,1,2,6,1,07/19/2024,
2249,Le Marais - Paris,75004,4,150,12366,2,4,1,0,08/16/2024,
2250,Le Marais - Paris,75004,4,84,3430,2,4,5,1,07/19/2024,
2251,Notre Dame - Paris,75005,5,65,6192,2,6,4,1,01-07-2024,
2252,La Villette - Paris,75019,19,29,1249,1,2,4,1,07/27/2024,
2253,Quartier Latin - Paris,75005,5,23,1462,1,3,3,0,08-01-2024,
2254,Ile Saint Louis - Paris,75004,4,22,1400,1,2,0,0,09-02-2025,
2255,Miromesnil - Paris,75008,8,81,4386,2,5,5,1,01-07-2024,
2256,Quartier Latin - Panthéon - Paris,75005,5,30,1700,1,2,6,1,07-06-2026,
2257,Neuilly sur Seine - Neuilly-sur-Seine,92200,92,62,2800,2,4,1,1,09-01-2024,
2258,Quartier Latin - Saint Michel - Paris,75005,5,126,7311,3,6,6,1,11-01-2024,
2259,Tuileries - Paris,75001,1,62,3090,2,4,4,0,09/30/2024,
2260,Belleville - Paris,75010,10,20,940,1,2,5,0,10-10-2024,
2261,Canal Saint Martin - Paris,75019,19,20,968,1,1,7,1,12-01-2024,
2262,Louvre - Paris,75001,1,20,1090,1,1,3,0,12/23/2024,
2263,Canal de l'Ourcq - Paris,75019,19,19,949,1,2,1,0,01-11-2025,
2264,Le Marais - Paris,75003,3,45,1700,1,2,6,0,02-04-2025,
2265,Boulogne Billancourt,92100,92,35,1451,1,2,6,1,04-03-2025,
2266,Louvre - Paris,75001,1,28,1613,1,2,4,0,01-07-2024,
2267,La Muette - Paris,75016,16,18,1183,1,2,6,0,07/28/2025,
2268,Pereire - Paris,75017,17,24,1600,1,2,8,1,09-01-2025,
2269,Les Gobelins - Paris,75013,13,18,978,1,1,6,1,now,
2270,Notre Dame - Paris,75005,5,20,1161,1,1,0,0,11-01-2025,
2271,Notre Dame - Paris,75005,5,42,1935,1,4,4,0,01-07-2024,
2272,Pereire - Paris,75017,17,51,2151,1,2,2,1,01-01-2026,
2273,Daumesnil - Paris,75012,12,56,2151,1,2,3,1,01-01-2026,
2274,Montmartre - Sacré Coeur - Paris,75018,18,27,1251,1,4,0,0,01-01-2026,
2275,Sèvres - Paris,75015,15,35,1800,1,2,8,1,04/30/2026,
2276,Saint-Germain-des-Prés - Paris,75007,7,40,1851,1,2,5,0,06-01-2026,
2277,Ile Saint Louis - Paris,75004,4,18,1249,1,2,2,0,07-01-2026,
2278,Bercy - Paris,75012,12,70,1667,1,2,5,1,now,
2279,Montparnasse - Paris,75006,6,40,1828,1,4,5,0,now,
2280,Réaumur - Sébastopol - Paris,75002,2,60,6452,2,4,1,1,08-12-2024,
2281,Le Marais - Paris,75003,3,15,1000,1,2,4,0,10/29/2024,
2282,Champs de Mars - Tour Eiffel - Paris,75016,16,40,1720,1,2,6,1,07/19/2024,
2283,Auteuil - Paris,75016,16,47,2149,1,3,2,1,08/26/2024,
2284,Montmartre - Sacré Coeur - Paris,75018,18,24,1251,1,2,4,1,11-10-2024,
2285,Levallois-Perret,92300,92,25,1452,1,2,8,1,07/19/2024,
2286,Champs-Élysées - Triangle d'Or - Paris,75008,8,60,3900,1,2,3,1,07/19/2024,
2287,Père Lachaise - Paris,75020,20,47,1552,1,2,4,1,07/19/2024,
2288,Le Marais-Place des Vosges - Paris,75004,4,40,2300,1,2,3,1,11-04-2024,
2289,Bastille - Paris,75011,11,30,1300,1,2,5,0,07/19/2024,
2290,Montorgueil - Paris,75002,2,29,1900,1,2,5,1,10/31/2024,
