"Address","Price","Area","Floor","Property_Type","Bed","Rooms","Num_people","Link"
"Rue Poissonnière, 75002, Paris",1741,32,2,"Apartment",1,1,4,"https://wunderflats.com/en/furnished-apartment/furnished-flat-ideally-located/65578cbd79053c371d5503d9?from=2025-12-31&dataLayerKey=Vjq2YJu3ushuZJKY9_VYE"
"Boulevard Macdonald, 75019, Paris",989,10,4,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/co-living-10-m-room-in-the-centre-of-a-lively-district/65c4fbc9fca1e03957bae5b3?from=2025-12-31&dataLayerKey=Vjq2YJu3ushuZJKY9_VYE"
"Rue du Cherche-Midi, 75006, Paris",2111,20,3,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/a-sumptuous-20-m-studio-apartment-nestled-in-the-heart-of-one-of-pariss-most-exclusive-districts-completely-refurbished/667d4bbd3b27da1494a6ebc8?from=2025-12-31&dataLayerKey=b6vJE6YO0kIWEOIfFIh8b"
"Avenue de Suffren, 75015, Paris",5700,120,3,"Apartment",3,2,4,"https://wunderflats.com/en/furnished-apartment/elegant-2-bedroom-apartment-with-eiffel-tower-view-or-15th-district-paris/64d0c132b6a023fc4a49aabe?from=2025-12-31&dataLayerKey=b6vJE6YO0kIWEOIfFIh8b"
"Rue du Grand Veneur, 75003, Paris",4995,120,3,"Apartment",3,3,6,"https://wunderflats.com/en/furnished-apartment/splendid-appt-3br-marais-vosges/6652d41de422ba6dcbc18ab0?from=2025-12-31&dataLayerKey=b6vJE6YO0kIWEOIfFIh8b"
"Boulevard Macdonald, 75019, Paris",1056,14,4,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/co-living-14-m-room-in-the-heart-of-the-rosa-parks-district/65c6066ce31b4c5591334d8f?from=2025-12-31&dataLayerKey=b6vJE6YO0kIWEOIfFIh8b"
"Cité de la Chapelle, 75018, Paris",967,15,1,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/co-living-large-15m-bedroom/65b3ccbfea5084abc95d25c2?from=2025-12-31&dataLayerKey=b6vJE6YO0kIWEOIfFIh8b"
"Rue de l'Abbé de l'Épée, 75005, Paris",2009,25,6,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/quiet-flat-in-excellent-location-paris/65573ca679053c371d53b5ec?from=2025-12-31&dataLayerKey=b6vJE6YO0kIWEOIfFIh8b"
"Rue Mozart, 92110, Clichy",889,13,1,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/co-living-this-bright-13m-room-is-fully-furnished/65dc9930288d3115f93bf285?from=2025-12-31&dataLayerKey=b6vJE6YO0kIWEOIfFIh8b"
"Rue Saint-Jacques, 75005, Paris",2000,24,3,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/great-and-cozy-studio/64e8b2de0cc69f73457baa7e?from=2025-12-31&dataLayerKey=b6vJE6YO0kIWEOIfFIh8b"
"Rue de Belleville, 75019, Paris",2383,32,8,"Apartment",1,2,2,"https://wunderflats.com/en/furnished-apartment/amazing-studio-with-terrace/6570850ec51912868086f7c8?from=2025-12-31&dataLayerKey=b6vJE6YO0kIWEOIfFIh8b"
"Boulevard de Clichy, 75018, Paris",1528,18,6,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/furnished-studio-montmartresacre-coeur/63d92e78533e1948af661bdd?from=2025-12-31&dataLayerKey=b6vJE6YO0kIWEOIfFIh8b"
"Rue de Choiseul, 75002, Paris",2081,30,5,"Apartment",2,1,2,"https://wunderflats.com/en/furnished-apartment/studio-in-vibrant-neighbourhood/63c12220b1d8c5099cf49f78?from=2025-12-31&dataLayerKey=b6vJE6YO0kIWEOIfFIh8b"
"Rue Jouffroy d'Abbans, 75017, Paris",3111,32,5,"Apartment",1,2,2,"https://wunderflats.com/en/furnished-apartment/paris-17th-bright-apartment-with-balcony/64bf8dde7ab8821190a94f82?from=2025-12-31&dataLayerKey=b6vJE6YO0kIWEOIfFIh8b"
"Rue de la Fontaine au Roi, 75011, Paris",2222,30,2,"Apartment",2,2,2,"https://wunderflats.com/en/furnished-apartment/bright-1bdr-republique-belleville/63cfe5cc0ed975f39e566d1b?from=2025-12-31&dataLayerKey=b6vJE6YO0kIWEOIfFIh8b"
"Rue Cesária Évora, 75019, Paris",1078,11,4,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/co-living-spacious-11-m-bedroom/65c65735976cff08b6f19ea4?from=2025-12-31&dataLayerKey=b6vJE6YO0kIWEOIfFIh8b"
"Rue Jonquoy, 75014, Paris",3147,56,3,"Apartment",1,2,2,"https://wunderflats.com/en/furnished-apartment/cosy-furnished-apartment-2-rooms-56m2-plaisance-porte-de-vanves-75014-paris/64be7de0c532361af57f71cf?from=2025-12-31&dataLayerKey=b6vJE6YO0kIWEOIfFIh8b"
"Boulevard Chastenet de Géry, 94270, Le Kremlin-Bicêtre",878,14,3,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/co-living-14-m-bedroom-with-boho-chic-decor/6617f4ef26485d50360ac7a0?from=2025-12-31&dataLayerKey=b6vJE6YO0kIWEOIfFIh8b"
"Rue de Charonne, 75011, Paris",1666,18,0,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/cosy-studio-in-the-heart-of-the-city-bastille/63cfb006506c831c67a30e1e?from=2025-12-31&dataLayerKey=b6vJE6YO0kIWEOIfFIh8b"
"Rue Dareau, 75014, Paris",2116,37,1,"Apartment",1,1,4,"https://wunderflats.com/en/furnished-apartment/beautiful-flat-ideally-located/655f21fc7827a8bc5d924063?from=2025-12-31&dataLayerKey=b6vJE6YO0kIWEOIfFIh8b"
"Boulevard de Charonne, 75020, Paris",1078,15,16,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/co-living-large-room-of-15m/65b271b84c94831f0e841cb1?from=2025-12-31&dataLayerKey=b6vJE6YO0kIWEOIfFIh8b"
"Rue du Faubourg Saint-Antoine, 75011, Paris",1444,15,5,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/modern-15-m2-studio-in-the-heart-of-the-11th-arrondissement-of-paris/65c9f258f1135f2601ff983c?from=2025-12-31&dataLayerKey=b6vJE6YO0kIWEOIfFIh8b"
"Rue Cesária Évora, 75019, Paris",1011,12,2,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/co-living-12-m-room-in-the-heart-of-the-rosa-parks-district-19th-arrondissement/65c4b2866c14283b886176b1?from=2025-12-31&dataLayerKey=b6vJE6YO0kIWEOIfFIh8b"
"Rue Saint-Bon, 75004, Paris",2278,35,3,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/beautiful-studio-in-the-heart-of-paris-rivoli-notre-dame/63ce9f8e83c67ec7a2364ff1?from=2025-12-31&dataLayerKey=b6vJE6YO0kIWEOIfFIh8b"
"Rue Marie Curie, 93400, Saint-Ouen-sur-Seine",4111,65,5,"Apartment",2,2,4,"https://wunderflats.com/en/furnished-apartment/65m2-apartment-new-and-modern-in-a-secure-residence-close-to-the-paris-saint-ouen-flea-market/65a16ef858e82b6611f2f9f6?from=2025-12-31&dataLayerKey=b6vJE6YO0kIWEOIfFIh8b"
"Rue Cesária Évora, 75019, Paris",989,11,2,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/co-living-11-m-room-in-the-heart-of-the-rosa-parks-district-19th-arrondissement/65c3c3fdb4f59caae5970282?from=2025-12-31&dataLayerKey=b6vJE6YO0kIWEOIfFIh8b"
"Rue Marc Sangnier, 94270, Le Kremlin-Bicêtre",733,10,2,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/co-living-lovely-and-modern-10m-bedroom/667d40ca88a1760871d60027?from=2025-12-31&dataLayerKey=b6vJE6YO0kIWEOIfFIh8b"
"Rue Léon Jost, 75017, Paris",2556,32,1,"Apartment",1,2,2,"https://wunderflats.com/en/furnished-apartment/flat-located-in-great-area/65c243664aac09742b8147cd?from=2025-12-31&dataLayerKey=b6vJE6YO0kIWEOIfFIh8b"
"Rue Ramponeau, 75020, Paris",1706,20,7,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/charming-studio-20m2-buttes-chaumont/63c7b9c5acbb564f0ddd2b24?from=2025-12-31&dataLayerKey=b6vJE6YO0kIWEOIfFIh8b"
"Boulevard de Sébastopol, 75001, Paris",4444,69,5,"Apartment",2,2,4,"https://wunderflats.com/en/furnished-apartment/lovely-loft-near-the-seine/665ed1e8b19aaff88b30b50f?from=2025-12-31&dataLayerKey=b6vJE6YO0kIWEOIfFIh8b"
"Rue du Cloître Saint-Merri, 75004, Paris",2176,30,3,"Apartment",1,2,2,"https://wunderflats.com/en/furnished-apartment/large-30-m-studio-apartment/65eb0b445a87890a5d4510f5?from=2025-12-31&dataLayerKey=b6vJE6YO0kIWEOIfFIh8b"
"Rue Manin, 75019, Paris",2550,45,0,"Apartment",2,2,4,"https://wunderflats.com/en/furnished-apartment/modern-and-fantastic-apartment-close-to-city-center/661e67bcfb8bc59bea512f33?from=2025-12-31&dataLayerKey=b6vJE6YO0kIWEOIfFIh8b"
"Rue Mozart, 92110, Clichy",933,14,1,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/co-living-14m-fully-furnished-bedroom/66606211b29e5c68c9394f70?from=2025-12-31&dataLayerKey=x1x3vUCyFQf72zyH58CIX"
"Passage Ruelle, 75018, Paris",1834,22,3,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/cosy-and-bright-studio-lariboisiere/63d10cb7c99c2695de0ab12c?from=2025-12-31&dataLayerKey=x1x3vUCyFQf72zyH58CIX"
"Quai de Bourbon, 75004, Paris",1822,21,1,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/studio-21m-ile-de-la-cite-ile-saint-louis/63c50fd1bcfe4121e28b8d29?from=2025-12-31&dataLayerKey=x1x3vUCyFQf72zyH58CIX"
"Rue de Sévigné, 75004, Paris",6800,100,5,"Apartment",3,3,6,"https://wunderflats.com/en/furnished-apartment/id386-stunning-3bdr-maraisrue-de-sevigne/6568644ab21f82aafc3124f0?from=2025-12-31&dataLayerKey=x1x3vUCyFQf72zyH58CIX"
"Rue Jean Mermoz, 94270, Le Kremlin-Bicêtre",744,12,0,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/co-living-charming-12-m-bedroom/667ec8dbe4cf67cb906c792c?from=2025-12-31&dataLayerKey=x1x3vUCyFQf72zyH58CIX"
"Rue du Faubourg du Temple, 75011, Paris",2667,41,2,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/lovely-one-bedroom-apartment-located-in-the-11th-arrondissement-between-belleville-and-republique/65425498406cc30eca26f8e7?from=2025-12-31&dataLayerKey=x1x3vUCyFQf72zyH58CIX"
"Avenue Daumesnil, 75012, Paris",1233,17,1,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/co-living-large-17m-bedroom/65bcc98dc4fc8190c0e17d64?from=2025-12-31&dataLayerKey=x1x3vUCyFQf72zyH58CIX"
"Rue d'Alésia, 75014, Paris",4320,75,1,"Apartment",2,2,4,"https://wunderflats.com/en/furnished-apartment/montparnasse-alesia-1-bd-with-ac/642663619671e988d2e4d354?from=2025-12-31&dataLayerKey=x1x3vUCyFQf72zyH58CIX"
"Rue de la Voûte, 75012, Paris",2970,30,3,"Apartment",2,2,4,"https://wunderflats.com/en/furnished-apartment/2p-modern-and-functional-picpus/63cfe7e00ed975f39e567b24?from=2025-12-31&dataLayerKey=x1x3vUCyFQf72zyH58CIX"
"Passage Cottin, 75018, Paris",2889,31,2,"Apartment",1,2,2,"https://wunderflats.com/en/furnished-apartment/lovely-one-bedroom-flat-near-sacre-coeur/65c236824aac09742b80bfd0?from=2025-12-31&dataLayerKey=x1x3vUCyFQf72zyH58CIX"
"Boulevard Morland, 75004, Paris",3500,65,6,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/modern-and-original-loft-in-the-heart-of-the-marais/6390add1d2713ff232b43d8e?from=2025-12-31&dataLayerKey=x1x3vUCyFQf72zyH58CIX"
"Rue de Picardie, 75003, Paris",2434,30,1,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/studio-30m-marais-bastille/63c1250b75b14f621485cf1c?from=2025-12-31&dataLayerKey=x1x3vUCyFQf72zyH58CIX"
"Boulevard Macdonald, 75019, Paris",989,10,4,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/co-living-10-m-room-in-the-centre-of-a-lively-district/65c4fa62fca1e03957badaf3?from=2025-12-31&dataLayerKey=x1x3vUCyFQf72zyH58CIX"
"Rue de Picpus, 75012, Paris",2333,32,0,"Apartment",1,2,2,"https://wunderflats.com/en/furnished-apartment/1-br-apartment-quiet-and-refurbished/63c14c5f9ebf4425a8b61bd7?from=2025-12-31&dataLayerKey=x1x3vUCyFQf72zyH58CIX"
"Rue François Miron, 75004, Paris",2900,35,6,"Apartment",1,2,2,"https://wunderflats.com/en/furnished-apartment/chic-le-marais-apartment-with-top-floor-views/6581634574704ac15ff7fad5?from=2025-12-31&dataLayerKey=x1x3vUCyFQf72zyH58CIX"
"Rue de Douai, 75009, Paris",2420,30,0,"Apartment",1,2,2,"https://wunderflats.com/en/furnished-apartment/g/modern-1-bedroom-flat-in-the-heart-of-paris-gym-coworking-and-courtyard-access/evkYxB_ikkm5B8qfrF6bO?from=2025-12-31&dataLayerKey=x1x3vUCyFQf72zyH58CIX"
"Avenue Daumesnil, 75012, Paris",1233,19,1,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/co-living-large-19m-bedroom/65bccd7fc4fc8190c0e191dd?from=2025-12-31&dataLayerKey=x1x3vUCyFQf72zyH58CIX"
"Rue La Boétie, 75008, Paris",9600,150,2,"Apartment",4,3,5,"https://wunderflats.com/en/furnished-apartment/champs-elysees-boetie-3b2b/64f3554778c4dd991d5e71b1?from=2025-12-31&dataLayerKey=x1x3vUCyFQf72zyH58CIX"
"Rue de Crimée, 75019, Paris",2000,27,4,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/cosy-nest-in-the-19th-arrondissement-of-paris/664e08face2b7aa376dc2360?from=2025-12-31&dataLayerKey=x1x3vUCyFQf72zyH58CIX"
"Rue de la Fédération, 75015, Paris",1194,110,9,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/11m-room-in-a-shared-apartment/666c3278cdbe1f346ebf1d8d?from=2025-12-31&dataLayerKey=x1x3vUCyFQf72zyH58CIX"
"Rue Notre Dame de Nazareth, 75003, Paris",1400,19,0,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/charming-studio-in-the-upper-marais/667de6f690a2179891904f7c?from=2025-12-31&dataLayerKey=x1x3vUCyFQf72zyH58CIX"
"Rue du Docteur Paquelin, 75020, Paris",1030,13,2,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/co-living-this-13m-room/65b248f5e9424fdbcce9be57?from=2025-12-31&dataLayerKey=x1x3vUCyFQf72zyH58CIX"
"Rue Cesária Évora, 75019, Paris",1033,11,6,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/co-living-11-m-room/65cf6389cfcf876b7d430dc9?from=2025-12-31&dataLayerKey=x1x3vUCyFQf72zyH58CIX"
"Rue de Douai, 75009, Paris",3100,54,3,"Apartment",2,3,4,"https://wunderflats.com/en/furnished-apartment/cozy-2-bed-flat-with-2-bathrooms-with-shared-co-working-space-gym-and-courtyard/659fb3daa56561c94ed4062b?from=2025-12-31&dataLayerKey=x1x3vUCyFQf72zyH58CIX"
"Rue Jouffroy d'Abbans, 75017, Paris",2556,32,1,"Apartment",1,2,2,"https://wunderflats.com/en/furnished-apartment/cozy-32m-apartment-in-17th-arrondissement-with-easy-access-to-public-transport-and-local-charm/6440687bd8375a9aa193d58a?from=2025-12-31&dataLayerKey=x1x3vUCyFQf72zyH58CIX"
"Rue Poncelet, 75017, Paris",2222,31,1,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/beautiful-modern-two-room-flat/63c55711aec3fef66df6920b?from=2025-12-31&dataLayerKey=x1x3vUCyFQf72zyH58CIX"
"Rue de Lagny, 75020, Paris",967,14,2,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/co-living-14m-room-is-fully-furnished/65b3c180ea5084abc95ce563?from=2025-12-31&dataLayerKey=x1x3vUCyFQf72zyH58CIX"
"Square Vitruve, 75020, Paris",833,11,2,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/co-living-11m-room/65ba583cda05b1c410939933?from=2025-12-31&dataLayerKey=x1x3vUCyFQf72zyH58CIX"
"Rue d'Amsterdam, 75009, Paris",4667,60,4,"Apartment",1,2,2,"https://wunderflats.com/en/furnished-apartment/montmartre-magnificent-apartment/649d8d513ed9effa787b652e?from=2025-12-31&dataLayerKey=x1x3vUCyFQf72zyH58CIX"
"Square Vitruve, 75020, Paris",833,11,2,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/co-living-11m-room-fully-furnished/65ba5e8eda05b1c41093bf67?from=2025-12-31&dataLayerKey=x1x3vUCyFQf72zyH58CIX"
"Rue du Nil, 75002, Paris",2154,30,2,"Apartment",2,2,4,"https://wunderflats.com/en/furnished-apartment/rental-furnished-appartment-2-rooms-30m-sentier-bonne-nouvelle/63c0187b2580326cc99c1b10?from=2025-12-31&dataLayerKey=WOuiMRC7DyUsVXzZgPVNq"
"Avenue Kléber, 75016, Paris",2094,22,6,"Apartment",1,2,2,"https://wunderflats.com/en/furnished-apartment/charming-apartment-with-stunning-views/6615294905f3c8aae18dd93d?from=2025-12-31&dataLayerKey=WOuiMRC7DyUsVXzZgPVNq"
"Rue de Bruxelles, 75009, Paris",2528,40,0,"Apartment",1,2,2,"https://wunderflats.com/en/furnished-apartment/stylish-1-bedroom-apartment-with-high-speed-internet-and-great-location-pigalle/63cfa0739d6668e108475949?from=2025-12-31&dataLayerKey=WOuiMRC7DyUsVXzZgPVNq"
"Villa Gaudelet, 75011, Paris",1390,18,2,"Apartment",NA,1,2,"https://wunderflats.com/en/furnished-apartment/charming-studio-with-balcony-garden-close-to-transportations/65e5aca395bd338439612ff0?from=2025-12-31&dataLayerKey=WOuiMRC7DyUsVXzZgPVNq"
"Villa Laugier, 75017, Paris",2666,37,0,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/superb-studio-2p-paris-17eme/65bb768e8500a6fcd46b8b5d?from=2025-12-31&dataLayerKey=WOuiMRC7DyUsVXzZgPVNq"
"Rue Jean Mermoz, 94270, Le Kremlin-Bicêtre",722,10,0,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/co-living-tranquil-10-m-bedroom-with-park-view/667ec576e4cf67cb906c6286?from=2025-12-31&dataLayerKey=WOuiMRC7DyUsVXzZgPVNq"
"Rue de la Roquette, 75011, Paris",2222,29,4,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/charming-studio-roquette/6657236fbf52b28380ca9752?from=2025-12-31&dataLayerKey=WOuiMRC7DyUsVXzZgPVNq"
"Rue Cesária Évora, 75019, Paris",989,10,5,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/co-living-pleasant-11m-bedroom/65cc9b442dc181ef22e0918a?from=2025-12-31&dataLayerKey=WOuiMRC7DyUsVXzZgPVNq"
"Boulevard Marguerite de Rochechouart, 75018, Paris",2333,37,2,"Apartment",1,2,2,"https://wunderflats.com/en/furnished-apartment/love-flat-very-well-organized-near-sacre-coeur/65c23bbe4aac09742b810714?from=2025-12-31&dataLayerKey=WOuiMRC7DyUsVXzZgPVNq"
"Rue d'Alsace, 92300, Levallois-Perret",967,16,9,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/co-living-large-16m-bedroom/65e1caba91cf273c0f5cfe5c?from=2025-12-31&dataLayerKey=WOuiMRC7DyUsVXzZgPVNq"
"Boulevard de Charonne, 75020, Paris",1022,11,16,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/co-living-this-11m-room/65b24efae9424fdbcce9daaf?from=2025-12-31&dataLayerKey=WOuiMRC7DyUsVXzZgPVNq"
"Boulevard Marguerite de Rochechouart, 75018, Paris",2333,37,2,"Apartment",1,2,2,"https://wunderflats.com/en/furnished-apartment/lovely-one-bedroom-sacre-coeur/65a68963c42dd250a4cc3be4?from=2025-12-31&dataLayerKey=WOuiMRC7DyUsVXzZgPVNq"
"Rue de la Convention, 75015, Paris",2500,51,4,"Apartment",2,2,2,"https://wunderflats.com/en/furnished-apartment/cute-studio-in-bretten/65e85df3d5e816665d8f5991?from=2025-12-31&dataLayerKey=WOuiMRC7DyUsVXzZgPVNq"
"Rue Bayen, 75017, Paris",2389,32,0,"Apartment",1,2,2,"https://wunderflats.com/en/furnished-apartment/stylish-and-nicely-furnished-apartment-with-plenty-of-storage-space/63c5383e7dd456f0d85bece7?from=2025-12-31&dataLayerKey=WOuiMRC7DyUsVXzZgPVNq"
"Rue de Vaugirard, 75015, Paris",4564,92,1,"Apartment",6,4,9,"https://wunderflats.com/en/furnished-apartment/furnished-4-room-apartment-spacious-and-stylish-living/64bfc9186245e4a697740331?from=2025-12-31&dataLayerKey=WOuiMRC7DyUsVXzZgPVNq"
"Quai de Jemmapes, 75010, Paris",3000,35,16,"Apartment",2,1,4,"https://wunderflats.com/en/furnished-apartment/amazing-and-bright-suite-in-vibrant-neighbourhood/63c5471452f4b185a9f23a63?from=2025-12-31&dataLayerKey=WOuiMRC7DyUsVXzZgPVNq"
"Rue du Faubourg Poissonnière, 75010, Paris",1667,40,1,"Apartment",1,2,1,"https://wunderflats.com/en/furnished-apartment/colving-13-bedroom/64d25cb801706c32217513b4?from=2025-12-31&dataLayerKey=WOuiMRC7DyUsVXzZgPVNq"
"Rue de Richelieu, 75001, Paris",4800,70,5,"Apartment",2,2,4,"https://wunderflats.com/en/furnished-apartment/louvre-palais-royal-2-bedrooms/666627101cf3f86054987a55?from=2025-12-31&dataLayerKey=WOuiMRC7DyUsVXzZgPVNq"
"Rue des Deux Ponts, 75004, Paris",5576,55,1,"Apartment",5,4,5,"https://wunderflats.com/en/furnished-apartment/rental-furnished-flat-4-rooms/63c52dfef808cbac2d3200a6?from=2025-12-31&dataLayerKey=WOuiMRC7DyUsVXzZgPVNq"
"Rue Ramey, 75018, Paris",2400,28,3,"Apartment",2,2,4,"https://wunderflats.com/en/furnished-apartment/superb-apartment-near-sacre-coeur/63d23752aa5b3db409e5500c?from=2025-12-31&dataLayerKey=WOuiMRC7DyUsVXzZgPVNq"
"Rue Dauphine, 75006, Paris",4153,54,2,"Apartment",NA,2,3,"https://wunderflats.com/en/furnished-apartment/1-bedroom-in-saint-germain-des-pres/64da38dc75dc354ece4ba46e?from=2025-12-31&dataLayerKey=WOuiMRC7DyUsVXzZgPVNq"
"Rue Pierre Fontaine, 75009, Paris",5000,100,3,"Apartment",2,3,4,"https://wunderflats.com/en/furnished-apartment/exquisite-parisian-getaway-in-the-heart-of-the-9th-arrondissement/6540cd7f34c4f6ea25507092?from=2025-12-31&dataLayerKey=WOuiMRC7DyUsVXzZgPVNq"
"Impasse Morlet, 75011, Paris",4667,84,3,"Apartment",3,5,6,"https://wunderflats.com/en/furnished-apartment/spacious-flat-with-balcony-11th-arrondissement/66572b41c56379ad0cc0f6a9?from=2025-12-31&dataLayerKey=WOuiMRC7DyUsVXzZgPVNq"
"Rue Boucry, 75018, Paris",2333,30,5,"Apartment",2,3,4,"https://wunderflats.com/en/furnished-apartment/this-perfectly-optimised-40m2-flat-sleeps-4-people-for-a-pleasant-stay-in-the-18th-arrondissement/65b8d16d070078f05d1e37f1?from=2025-12-31&dataLayerKey=WOuiMRC7DyUsVXzZgPVNq"
"Rue de l'Exposition, 75007, Paris",1944,22,2,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/stylish-and-functional-22m-apartment-in-the-heart-of-paris-most-upscale-7th-arrondissement/644589a8fafc1efbcd676299?from=2025-12-31&dataLayerKey=WOuiMRC7DyUsVXzZgPVNq"
"Rue de Charonne, 75011, Paris",4038,35,2,"Apartment",NA,1,2,"https://wunderflats.com/en/furnished-apartment/beautiful-studio-paris-bastille/668fde0cd4a8a90fc3d56177?from=2025-12-31&dataLayerKey=WOuiMRC7DyUsVXzZgPVNq"
"Rue Ramey, 75018, Paris",2778,35,2,"Apartment",2,2,3,"https://wunderflats.com/en/furnished-apartment/lovely-35m-apartment-near-sacre-coeur-and-montmartre/63d23137aa5b3db409e5405f?from=2025-12-31&dataLayerKey=WOuiMRC7DyUsVXzZgPVNq"
"Rue Lécluse, 75017, Paris",2889,34,4,"Apartment",1,2,2,"https://wunderflats.com/en/furnished-apartment/cosy-2-room-apartment-batignolles/652d633bdc1c3e982e34bd01?from=2025-12-31&dataLayerKey=WOuiMRC7DyUsVXzZgPVNq"
"Rue Meissonier, 75017, Paris",1778,19,6,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/charming-studio-in-the-heart-of-the-17th-arrondissement-mobility-lease/657ae18b9384e22a6507872b?from=2025-12-31&dataLayerKey=WOuiMRC7DyUsVXzZgPVNq"
"Rue Jean Beausire, 75004, Paris",2389,30,0,"Apartment",1,2,2,"https://wunderflats.com/en/furnished-apartment/charming-30m-parisian-apartment-in-the-heart-of-the-4th-arrondissement-explore-authentic-living-near-le-marais/65d4692314ef8f98e969bb57?from=2025-12-31&dataLayerKey=WOuiMRC7DyUsVXzZgPVNq"
"Rue de Clignancourt, 75018, Paris",2000,38,7,"Apartment",2,2,3,"https://wunderflats.com/en/furnished-apartment/lovely-and-furnished-appartment-near-sacre-coeur/66b09ef596603cc0884118dd?from=2025-12-31&dataLayerKey=rKxrSmuyNUKc38pEmkWOr"
"Rue Rambuteau, 75004, Paris",5000,75,4,"Apartment",3,4,6,"https://wunderflats.com/en/furnished-apartment/outstanding-apartement-in-le-marais/63c160c830c8054dd7c32629?from=2025-12-31&dataLayerKey=rKxrSmuyNUKc38pEmkWOr"
"Rue Meslay, 75003, Paris",2667,38,1,"Apartment",2,2,2,"https://wunderflats.com/en/furnished-apartment/peaceful-courtyard-apartment-with-modern-comforts/6662df1742085f10c065724f?from=2025-12-31&dataLayerKey=rKxrSmuyNUKc38pEmkWOr"
"Rue des Rosiers, 75004, Paris",2628,30,4,"Apartment",2,1,4,"https://wunderflats.com/en/furnished-apartment/bright-studio-in-rue-des-rosiers-marais/63caaf2a0e8b892209aec210?from=2025-12-31&dataLayerKey=rKxrSmuyNUKc38pEmkWOr"
"Rue du Caire, 75002, Paris",1200,15,6,"Apartment",2,1,2,"https://wunderflats.com/en/furnished-apartment/charming-studio-on-the-roofs-of-paris/669f6629c230fde8bdb6caac?from=2025-12-31&dataLayerKey=rKxrSmuyNUKc38pEmkWOr"
"Rue Olivier de Serres, 75015, Paris",2444,40,4,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/elegant-apartment-in-the-heart-of-the-4th-arrondissement/664e09e0ce2b7aa376dc2ab1?from=2025-12-31&dataLayerKey=rKxrSmuyNUKc38pEmkWOr"
"Rue Montcalm, 75018, Paris",2667,38,4,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/a-bright-and-cozy-urban-retreat-with-balcony/666c2f2307d083d5a0945197?from=2025-12-31&dataLayerKey=rKxrSmuyNUKc38pEmkWOr"
"Rue Lauriston, 75116, Paris",2823,26,1,"Apartment",2,2,2,"https://wunderflats.com/en/furnished-apartment/apartment-2-rooms-champs-elysees-etoile/63c6cc0443ef9d9a7906633c?from=2025-12-31&dataLayerKey=rKxrSmuyNUKc38pEmkWOr"
