"Address","Price","Area","Floor","Property_Type","Bed","Rooms","Num_people","Link"
"Rue d'Enghien, 75010, Paris",1450,20,7,"Apartment",NA,1,2,"https://wunderflats.com/en/furnished-apartment/bright-loft-conveniently-located-paris/6617fec126485d50360b10ed?from=2025-12-31&dataLayerKey=tzALoa-YHEqv9DXlW04-N"
"Boulevard Pereire, 75017, Paris",2778,55,2,"Apartment",2,2,4,"https://wunderflats.com/en/furnished-apartment/modern-parisian-apartment-with-balcony/660ff849e03330ab757a7ada?from=2025-12-31&dataLayerKey=tzALoa-YHEqv9DXlW04-N"
"Place Léon Blum, 75011, Paris",2500,44,4,"Apartment",1,2,2,"https://wunderflats.com/en/furnished-apartment/spacious-and-quiet-loft-in-nice-area-paris/65f02ac823ad56b7d49870fa?from=2025-12-31&dataLayerKey=tzALoa-YHEqv9DXlW04-N"
"Square Rapp, 75007, Paris",1111,10,5,"Apartment",1,1,5,"https://wunderflats.com/en/furnished-apartment/co-living-beautiful-furnished-room-close-to-the-eiffel-tower/65e9d2c0ced7fc21b01a0a86?from=2025-12-31&dataLayerKey=WMXPitzNuWxh9yqS_EiRy"
"Rue Coq Héron, 75001, Paris",4333,47,4,"Apartment",1,2,2,"https://wunderflats.com/en/furnished-apartment/gorgeous-and-elegant-apartment-with-modern-amenities/6615322d8487ae602cbc91f6?from=2025-12-31&dataLayerKey=WMXPitzNuWxh9yqS_EiRy"
"Rue de Sèvres, 75006, Paris",14400,80,9,"Apartment",2,2,4,"https://wunderflats.com/en/furnished-apartment/saint-germain-des-pres-sevres-babylone/65ac4275c73b994d4ebeb42e?from=2025-12-31&dataLayerKey=WMXPitzNuWxh9yqS_EiRy"
"Rue Marie et Louise, 75010, Paris",3556,37,3,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/one-bedroom-apartment-near-canal-saint-martin-quartier-vibrant/657056d003840c8f40781f16?from=2025-12-31&dataLayerKey=WMXPitzNuWxh9yqS_EiRy"
"Rue Henri Duchêne, 75015, Paris",2222,39,2,"Apartment",1,2,2,"https://wunderflats.com/en/furnished-apartment/fantastic-and-fashionable-apartement-conveniently-located-in-the-15th-arrondissement/64429ce676668b18d13df3c8?from=2025-12-31&dataLayerKey=WMXPitzNuWxh9yqS_EiRy"
"Avenue Daumesnil, 75012, Paris",1106,11,3,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/co-living-bright-private-bedroom-in-a-neo-haussmann-flat/65ba3364da05b1c41092e8a7?from=2025-12-31&dataLayerKey=WMXPitzNuWxh9yqS_EiRy"
"Rue Gaston Tessier, 75019, Paris",3255,37,0,"Apartment",2,2,4,"https://wunderflats.com/en/furnished-apartment/g/paris-rosa-parks-spacious-1-br-apartment/P34g89_zWeXEy_StNbS3g?from=2025-12-31&dataLayerKey=WMXPitzNuWxh9yqS_EiRy"
"Rue de la Fédération, 75015, Paris",2833,30,1,"Apartment",1,2,2,"https://wunderflats.com/en/furnished-apartment/charming-apartment-with-terrace-on-the-1st-floor/651c2b56b455c23e9a8430e4?from=2025-12-31&dataLayerKey=WMXPitzNuWxh9yqS_EiRy"
"Avenue Daumesnil, 75012, Paris",2240,27,3,"Apartment",2,2,2,"https://wunderflats.com/en/furnished-apartment/charming-27m-apartment-on-the-3rd-floor-with-elevator-compact-comfort-and-modern-amenities/64e74c4beaf1b9a8937d807a?from=2025-12-31&dataLayerKey=WMXPitzNuWxh9yqS_EiRy"
"Rue de Saussure, 75017, Paris",5067,70,1,"Apartment",5,4,8,"https://wunderflats.com/en/furnished-apartment/super-3bdr-w-terrace-pereire/63d3e2eb10581f745f4a9665?from=2025-12-31&dataLayerKey=WMXPitzNuWxh9yqS_EiRy"
"Rue Saint-Honoré, 75001, Paris",1950,26,3,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/lovely-flat-paris-st-honore/668265254f8cabcb31de86e9?from=2025-12-31&dataLayerKey=WMXPitzNuWxh9yqS_EiRy"
"Rue de l'Abbé Grégoire, 75006, Paris",5000,58,4,"Apartment",2,2,4,"https://wunderflats.com/en/furnished-apartment/charming-apartment-st-germain-des-pres/65293168e39df16111c55c4b?from=2025-12-31&dataLayerKey=WMXPitzNuWxh9yqS_EiRy"
"Rue Aristide Bruant, 75018, Paris",2150,20,2,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/cosy-studio-sacre-coeurabesse/63d23af63f293d857e189137?from=2025-12-31&dataLayerKey=WMXPitzNuWxh9yqS_EiRy"
"Rue de Courcelles, 75017, Paris",2617,25,7,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/amazing-studio-near-metro-pereire/651bde1fb455c23e9a82efd6?from=2025-12-31&dataLayerKey=WMXPitzNuWxh9yqS_EiRy"
"Avenue d'Ivry, 75013, Paris",3300,70,4,"Apartment",NA,3,4,"https://wunderflats.com/en/furnished-apartment/cosy-haussmanian-appartment/662ebbc5b492e27a534f1fdf?from=2025-12-31&dataLayerKey=WMXPitzNuWxh9yqS_EiRy"
"Rue de Wattignies, 75012, Paris",2696,61,8,"Apartment",3,3,4,"https://wunderflats.com/en/furnished-apartment/lovely-and-wonderful-flat-paris/668459dd7305211afeedffd2?from=2025-12-31&dataLayerKey=WMXPitzNuWxh9yqS_EiRy"
"Rue Saint-Dominique, 75007, Paris",5333,64,2,"Apartment",2,3,4,"https://wunderflats.com/en/furnished-apartment/superb-apartment-near-invalides/6477279a7f8515971ffff53a?from=2025-12-31&dataLayerKey=WMXPitzNuWxh9yqS_EiRy"
"Rue de Saintonge, 75003, Paris",6494,58,2,"Apartment",2,3,4,"https://wunderflats.com/en/furnished-apartment/coyz-apartement-in-saintonge-le-marais/63c15d7330c8054dd7c31378?from=2025-12-31&dataLayerKey=WMXPitzNuWxh9yqS_EiRy"
"Rue Greffulhe, 75008, Paris",6180,90,1,"Apartment",2,2,2,"https://wunderflats.com/en/furnished-apartment/madeleine-greff-2-bedroom/6396e387de3a7742c1172cb7?from=2025-12-31&dataLayerKey=WMXPitzNuWxh9yqS_EiRy"
"Boulevard Pereire, 75017, Paris",3222,40,5,"Apartment",1,2,2,"https://wunderflats.com/en/furnished-apartment/central-paris-apartment-with-modern-amenities/660ec8e72b010848afe9d3fa?from=2025-12-31&dataLayerKey=WMXPitzNuWxh9yqS_EiRy"
"Rue Lacroix, 75017, Paris",2944,44,0,"Apartment",3,3,6,"https://wunderflats.com/en/furnished-apartment/contemporary-flat-in-the-heart-of-paris/668e9bc01288bf11bc65020a?from=2025-12-31&dataLayerKey=WMXPitzNuWxh9yqS_EiRy"
"Boulevard de Sébastopol, 75003, Paris",2833,32,4,"Apartment",2,2,4,"https://wunderflats.com/en/furnished-apartment/quiet-and-fashionable-apartment-close-to-les-halles/64e5b058b819e64a75bf4789?from=2025-12-31&dataLayerKey=WMXPitzNuWxh9yqS_EiRy"
"Rue Rambuteau, 75004, Paris",2528,20,1,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/charming-apartment-rambuteau/63d388c9ac80981d4ef598e6?from=2025-12-31&dataLayerKey=WMXPitzNuWxh9yqS_EiRy"
"Rue Jean Jacques Rousseau, 94200, Ivry-sur-Seine",2108,24,0,"Apartment",2,2,4,"https://wunderflats.com/en/furnished-apartment/g/ivry-sur-seine-well-lit-1-br-apartment-with-interior-garden-close-to-paris-bercy/0oRj63aOKcn2ZhF5wkN5u?from=2025-12-31&dataLayerKey=WMXPitzNuWxh9yqS_EiRy"
"Rue Saint-Denis, 75002, Paris",1444,15,1,"Apartment",2,2,3,"https://wunderflats.com/en/furnished-apartment/charming-studio-with-mezzanine/65366ff964b2c0a2b86a16dc?from=2025-12-31&dataLayerKey=WMXPitzNuWxh9yqS_EiRy"
"Rue de Sèvres, 75007, Paris",4667,53,4,"Apartment",2,2,4,"https://wunderflats.com/en/furnished-apartment/modern-comfort-oasis/66607e320a6ea4b7f8987009?from=2025-12-31&dataLayerKey=WMXPitzNuWxh9yqS_EiRy"
"Rue Saint-Sauveur, 75002, Paris",2000,15,1,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/cozy-15m-apartment-with-mezzanine-kitchen-and-tv/6619354c26d4bc082b57f3ee?from=2025-12-31&dataLayerKey=WMXPitzNuWxh9yqS_EiRy"
"Rue Lacroix, 75017, Paris",2944,44,0,"Apartment",3,3,6,"https://wunderflats.com/en/furnished-apartment/cozy-and-well-equipped-ground-floor-apartment/669a43989dedc2d0e69c44b1?from=2025-12-31&dataLayerKey=WMXPitzNuWxh9yqS_EiRy"
"Rue Jean Goujon, 75008, Paris",5000,57,3,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/charming-flat-in-the-8th-arrondissement-of-paris-ideal-location-close-to-the-champs-elysees/652e4359051119ef0f284bcf?from=2025-12-31&dataLayerKey=WMXPitzNuWxh9yqS_EiRy"
"Rue de Bourgogne, 75007, Paris",6333,80,2,"Apartment",2,3,4,"https://wunderflats.com/en/furnished-apartment/charming-80m-apartment-or-central-location-near-hotel-des-invalides-and-champ-de-mars/64be583ad02a8a95c3f271bb?from=2025-12-31&dataLayerKey=WMXPitzNuWxh9yqS_EiRy"
"Rue du Faubourg Saint-Honoré, 75008, Paris",2611,20,6,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/charming-studio-in-the-heart-of-the-8th-arrondissement-mobility-lease/657ae3489384e22a650795b5?from=2025-12-31&dataLayerKey=KStw_CLqZ0HwZwI-wNhNf"
"Rue de Vaugirard, 75006, Paris",16667,180,2,"Apartment",3,3,6,"https://wunderflats.com/en/furnished-apartment/chic-in-the-6th-apartment-near-the-pantheon-and-notre-dame/665d99d98d1d394120e6ce0c?from=2025-12-31&dataLayerKey=KStw_CLqZ0HwZwI-wNhNf"
"Rue de la Tombe Issoire, 75014, Paris",7189,84,1,"Apartment",3,3,6,"https://wunderflats.com/en/furnished-apartment/flat-of-84m2-located-in-the-14th-district-of-paris-close-to-transport/63e0c4d5be0a7de1394166bc?from=2025-12-31&dataLayerKey=KStw_CLqZ0HwZwI-wNhNf"
"Rue Brochant, 75017, Paris",3879,60,1,"Apartment",3,3,4,"https://wunderflats.com/en/furnished-apartment/spacious-and-fantastic-flat-in-popular-area/62cfc5609aa244f67a1cc4c3?from=2025-12-31&dataLayerKey=KStw_CLqZ0HwZwI-wNhNf"
"Rue Arsène Houssaye, 75008, Paris",1989,20,6,"Apartment",2,2,4,"https://wunderflats.com/en/furnished-apartment/cosy-studio-etoile-friedland/63c91e198a16df75a5b3a0f2?from=2025-12-31&dataLayerKey=KStw_CLqZ0HwZwI-wNhNf"
"Rue Dupuytren, 75006, Paris",4900,60,1,"Apartment",2,3,4,"https://wunderflats.com/en/furnished-apartment/saint-germain-des-pres-odeon-suite/63905b074e53a7ed66fe4143?from=2025-12-31&dataLayerKey=KStw_CLqZ0HwZwI-wNhNf"
"Rue Descartes, 75005, Paris",4444,53,0,"Apartment",2,2,4,"https://wunderflats.com/en/furnished-apartment/appartement-de-53m2-situe-proche-du-pantheon/65bba6bc5e42109f45176c6d?from=2025-12-31&dataLayerKey=KStw_CLqZ0HwZwI-wNhNf"
"Rue Ambroise Paré, 75010, Paris",3000,58,1,"Apartment",NA,2,2,"https://wunderflats.com/en/furnished-apartment/gorgeous-1-bed-cozy-and-bright-near-montmartre/65b0e9e35e20847d7bedb7cd?from=2025-12-31&dataLayerKey=KStw_CLqZ0HwZwI-wNhNf"
"Rue du Champ de Mars, 75007, Paris",2388,30,4,"Apartment",2,2,2,"https://wunderflats.com/en/furnished-apartment/champs-de-mars-bosquet-1-bedroom/662b2c638f3d043b9c56e559?from=2025-12-31&dataLayerKey=KStw_CLqZ0HwZwI-wNhNf"
"Rue de Saussure, 75017, Paris",2055,34,3,"Apartment",2,2,2,"https://wunderflats.com/en/furnished-apartment/lovely-apartment-carefully-renovated/6363a369dcd78cb9fa5870fe?from=2025-12-31&dataLayerKey=KStw_CLqZ0HwZwI-wNhNf"
"Avenue Hoche, 75008, Paris",8889,120,4,"Apartment",2,3,4,"https://wunderflats.com/en/furnished-apartment/stylish-apartment-ideal-for-families-hocheetoile/63c7c065c24d0bc1cb1889c3?from=2025-12-31&dataLayerKey=KStw_CLqZ0HwZwI-wNhNf"
"Rue de l'Abbé Grégoire, 75006, Paris",2000,19,0,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/19m2-studio-ideally-located-in-the-6th-arrondissement-of-paris-near-the-pantheon-and-jardin-du-luxembourg/65c9f9b2f1135f2601ffc9a1?from=2025-12-31&dataLayerKey=KStw_CLqZ0HwZwI-wNhNf"
"Rue de Braque, 75003, Paris",3000,28,1,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/wonderful-studio-in-the-marais/63f47becf4c7d6e46a70aebd?from=2025-12-31&dataLayerKey=KStw_CLqZ0HwZwI-wNhNf"
"Rue Joubert, 75009, Paris",5556,80,1,"Apartment",2,2,4,"https://wunderflats.com/en/furnished-apartment/charming-apartment-near-moulin-rouge-explore-vibrant-paris/66606d630a6ea4b7f898198c?from=2025-12-31&dataLayerKey=KStw_CLqZ0HwZwI-wNhNf"
"Boulevard Malesherbes, 75017, Paris",13333,255,1,"Apartment",4,5,9,"https://wunderflats.com/en/furnished-apartment/cozy-and-pretty-suite/65c63f68311360364c19dbde?from=2025-12-31&dataLayerKey=KStw_CLqZ0HwZwI-wNhNf"
"Avenue Montaigne, 75008, Paris",6000,82,7,"Apartment",2,2,4,"https://wunderflats.com/en/furnished-apartment/champs-elysees-montaigne-2-bedrooms-wac/6605a93e5d7148391e704aac?from=2025-12-31&dataLayerKey=KStw_CLqZ0HwZwI-wNhNf"
"Rue Ganneron, 75018, Paris",1980,32,4,"Apartment",NA,3,2,"https://wunderflats.com/en/furnished-apartment/new-and-quiet-loft-in-excellent-location/65465c26c810614fa0b3f085?from=2025-12-31&dataLayerKey=KStw_CLqZ0HwZwI-wNhNf"
"Rue Chapon, 75003, Paris",2389,22,2,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/spacious-and-perfect-parisian-studio/668e465f5bba08e6d19d1088?from=2025-12-31&dataLayerKey=KStw_CLqZ0HwZwI-wNhNf"
"Rue Treilhard, 75008, Paris",13111,160,2,"Apartment",3,4,6,"https://wunderflats.com/en/furnished-apartment/stunning-apartment-near-parc-monceau/64954687b8c42273379e7c01?from=2025-12-31&dataLayerKey=KStw_CLqZ0HwZwI-wNhNf"
"Rue de la Forge Royale, 75011, Paris",2550,38,1,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/charming-1-bedroom-in-the-11th/65d74dac247316125ddf76ab?from=2025-12-31&dataLayerKey=KStw_CLqZ0HwZwI-wNhNf"
"Rue de la Vrillière, 75001, Paris",7222,71,3,"Apartment",2,3,4,"https://wunderflats.com/en/furnished-apartment/stunning-2-br-apartment-in-a-classic-parisian-building/64e75a9aeaf1b9a8937dcd04?from=2025-12-31&dataLayerKey=KStw_CLqZ0HwZwI-wNhNf"
"Rue Guénégaud, 75006, Paris",2500,22,2,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/cute-and-charming-studio/65c257194aac09742b81d752?from=2025-12-31&dataLayerKey=KStw_CLqZ0HwZwI-wNhNf"
"Rue du Chevalier de la Barre, 75018, Paris",2232,23,0,"Apartment",1,2,2,"https://wunderflats.com/en/furnished-apartment/23-m-apartment-with-terrace-for-2-persons-sacre-coeur/63e0eea0be0a7de139420d65?from=2025-12-31&dataLayerKey=KStw_CLqZ0HwZwI-wNhNf"
"Quai de Valmy, 75010, Paris",3444,50,1,"Apartment",2,2,4,"https://wunderflats.com/en/furnished-apartment/apartment-facing-the-canal-st-martin/63637a9e9f52902d24f76d7c?from=2025-12-31&dataLayerKey=KStw_CLqZ0HwZwI-wNhNf"
"Rue de l'Abbé Grégoire, 75006, Paris",10000,135,0,"Apartment",3,3,6,"https://wunderflats.com/en/furnished-apartment/refined-urban-retreat-6-person-comfort/66192959393d08398193728f?from=2025-12-31&dataLayerKey=KStw_CLqZ0HwZwI-wNhNf"
"Boulevard de Sébastopol, 75001, Paris",5413,95,4,"Apartment",3,2,2,"https://wunderflats.com/en/furnished-apartment/large-comfortable-flat/65eae5a85a87890a5d4478a3?from=2025-12-31&dataLayerKey=KStw_CLqZ0HwZwI-wNhNf"
"Rue du Faubourg Saint-Honoré, 75008, Paris",6556,80,4,"Apartment",2,3,4,"https://wunderflats.com/en/furnished-apartment/magnificent-flat-of-80m2-in-the-8th-district-ideal-location/63d7a9c9efb524b6a8a0c915?from=2025-12-31&dataLayerKey=KStw_CLqZ0HwZwI-wNhNf"
"Rue de la Verrerie, 75004, Paris",2222,16,6,"Apartment",1,2,2,"https://wunderflats.com/en/furnished-apartment/gorgeous-and-beautiful-apartment-conveniently-located/63c1569730c8054dd7c2f33c?from=2025-12-31&dataLayerKey=KStw_CLqZ0HwZwI-wNhNf"
"Rue Réaumur, 75003, Paris",1650,16.96,6,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/cosy-studio-museum-art-and-metier/6626c965621be46444f37d79?from=2025-12-31&dataLayerKey=KStw_CLqZ0HwZwI-wNhNf"
"Rue Marsoulan, 75012, Paris",4311,60,4,"Apartment",2,2,4,"https://wunderflats.com/en/furnished-apartment/elegant-stay-for-4-people/665edff9b19aaff88b31180f?from=2025-12-31&dataLayerKey=KStw_CLqZ0HwZwI-wNhNf"
"Rue de Ponthieu, 75008, Paris",7556,90,2,"Apartment",3,4,6,"https://wunderflats.com/en/furnished-apartment/neat-gorgeous-flat-in-the-8th-arrondissement/65c245924aac09742b8158b1?from=2025-12-31&dataLayerKey=jVltEs5G1J88BoZoWKv9E"
"Rue de Longchamp, 92200, Paris",7866,99,6,"Apartment",3,4,6,"https://wunderflats.com/en/furnished-apartment/spacious-and-bright-99m-apartment-in-the-chic-suburb-of-neuilly-sur-seine/644241899296348c5fd7a820?from=2025-12-31&dataLayerKey=jVltEs5G1J88BoZoWKv9E"
"Rue Galande, 75005, Paris",9600,125,6,"Apartment",3,3,6,"https://wunderflats.com/en/furnished-apartment/notre-dame-galande-3-bedrooms-with-ac/6391cd66734df85b161fa9a2?from=2025-12-31&dataLayerKey=jVltEs5G1J88BoZoWKv9E"
"Rue de l'Abbé Grégoire, 75006, Paris",7222,77,2,"Apartment",3,4,6,"https://wunderflats.com/en/furnished-apartment/stylish-mobility-exquisite-apartment-in-saint-germain-des-pres/64e4a9ec7860b9dfc96f9090?from=2025-12-31&dataLayerKey=jVltEs5G1J88BoZoWKv9E"
"Rue Chanoinesse, 75004, Paris",7778,99,1,"Apartment",3,4,6,"https://wunderflats.com/en/furnished-apartment/superb-flat-near-notre-dame-cathedral/6536781ed265526bf72b4b58?from=2025-12-31&dataLayerKey=jVltEs5G1J88BoZoWKv9E"
"Rue du Faubourg Saint-Honoré, 75008, Paris",5820,90,1,"Apartment",3,2,4,"https://wunderflats.com/en/furnished-apartment/champs-elysees-haussmann-2-bedrooms/64bb00f32ba8d7e9d80df424?from=2025-12-31&dataLayerKey=jVltEs5G1J88BoZoWKv9E"
"Place d'Anvers, 75009, Paris",2650,40,4,"Apartment",2,2,4,"https://wunderflats.com/en/furnished-apartment/parisienne-jewel-overlooking-park/65e99470a39a464cd33a6fcb?from=2025-12-31&dataLayerKey=jVltEs5G1J88BoZoWKv9E"
"Rue du Faubourg Saint-Honoré, 75008, Paris",5250,50,5,"Apartment",2,2,4,"https://wunderflats.com/en/furnished-apartment/concorde-place-de-la-madeleine-4-peoples/667d20dd6669f6775676b0ab?from=2025-12-31&dataLayerKey=jVltEs5G1J88BoZoWKv9E"
"Rue Sedillot, 75007, Paris",12222,150,3,"Apartment",3,4,5,"https://wunderflats.com/en/furnished-apartment/luxury-apartment-a-stones-throw-from-the-champs-de-mars-and-the-eiffel-tower/6494a246b8c42273379dac35?from=2025-12-31&dataLayerKey=jVltEs5G1J88BoZoWKv9E"
"Rue des Pyrénées, 75020, Paris",1500,20,1,"Apartment",1,2,1,"https://wunderflats.com/en/furnished-apartment/furnished-studio/646e5e02f51d9dc6e30c6101?from=2025-12-31&dataLayerKey=jVltEs5G1J88BoZoWKv9E"
"Rue des Saussaies, 75008, Paris",11111,175,2,"Apartment",5,6,10,"https://wunderflats.com/en/furnished-apartment/spacious-parisian-apartment/660ff4dbe03330ab757a63b6?from=2025-12-31&dataLayerKey=jVltEs5G1J88BoZoWKv9E"
"Rue du Faubourg Saint-Honoré, 75008, Paris",15556,189,6,"Apartment",2,3,4,"https://wunderflats.com/en/furnished-apartment/luxurious-parisian-retreat-on-rue-du-faubourg-saint-honore/65e05452aaddd2df89c2ea23?from=2025-12-31&dataLayerKey=jVltEs5G1J88BoZoWKv9E"
"Rue Lulli, 75002, Paris",9778,60,6,"Apartment",2,3,2,"https://wunderflats.com/en/furnished-apartment/exceptional-apt-with-3-terraces-and-eiffel-tower-view/65ba6181b8e1c4123332b65d?from=2025-12-31&dataLayerKey=jVltEs5G1J88BoZoWKv9E"
"Rue Léon Jost, 75017, Paris",7389,87,5,"Apartment",2,3,4,"https://wunderflats.com/en/furnished-apartment/gorgeous-duplex-etoilemonceau/64e8b7f60cc69f73457bc375?from=2025-12-31&dataLayerKey=jVltEs5G1J88BoZoWKv9E"
"Rue des Dames, 75017, Paris",3800,46,0,"Apartment",2,2,2,"https://wunderflats.com/en/furnished-apartment/amazing-apartment-levis-market/65d7c7e921151203d8c3fe60?from=2025-12-31&dataLayerKey=jVltEs5G1J88BoZoWKv9E"
"Rue Rambuteau, 75004, Paris",8868,101,3,"Apartment",2,3,4,"https://wunderflats.com/en/furnished-apartment/cosy-apartment-in-the-heart-of-paris/63d38401ac80981d4ef58c57?from=2025-12-31&dataLayerKey=jVltEs5G1J88BoZoWKv9E"
"Rue Malher, 75004, Paris",2908,50,3,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/furnished-apartment-paris-2-rooms-saint-paul-le-maraisfurnished-apartment-paris-2-rooms-saint-paul-le-marais/63e0c345be0a7de139415e99?from=2025-12-31&dataLayerKey=jVltEs5G1J88BoZoWKv9E"
"Rue des Lions Saint-Paul, 75004, Paris",10444,127,0,"Apartment",2,3,4,"https://wunderflats.com/en/furnished-apartment/unique-apartment-in-the-heart-of-the-marais/652d6129dc1c3e982e34b088?from=2025-12-31&dataLayerKey=jVltEs5G1J88BoZoWKv9E"
"Rue Etex, 75018, Paris",1334,23,4,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/pretty-studio-at-the-foot-of-montmartre/65e9dd801683eed0b7e3d4d5?from=2025-12-31&dataLayerKey=jVltEs5G1J88BoZoWKv9E"
"Rue de Richelieu, 75001, Paris",4800,70,5,"Apartment",2,2,4,"https://wunderflats.com/en/furnished-apartment/louvre-palais-royal-2-bedrooms/666627101cf3f86054987a55?from=2025-12-31&dataLayerKey=jVltEs5G1J88BoZoWKv9E"
"Rue Saint-Sauveur, 75002, Paris",3889,36,3,"Apartment",2,2,4,"https://wunderflats.com/en/furnished-apartment/charming-flat-in-the-heart-of-the-capital/65674a950d118ceea11ce817?from=2025-12-31&dataLayerKey=jVltEs5G1J88BoZoWKv9E"
"Rue du Faubourg Saint-Honoré, 75008, Paris",7844,90,6,"Apartment",2,3,4,"https://wunderflats.com/en/furnished-apartment/luxurious-duplex-apartment-with-prime-location-near-arc-de-triomphe-in-paris-8th-arrondissement/6440f2144b38acef0c083ddc?from=2025-12-31&dataLayerKey=jVltEs5G1J88BoZoWKv9E"
"Rue de Tournon, 75006, Paris",20000,161,1,"Apartment",4,4,8,"https://wunderflats.com/en/furnished-apartment/luxury-flat-161m-in-paris-saint-germain-des-pres/661692422cf316b619f94083?from=2025-12-31&dataLayerKey=jVltEs5G1J88BoZoWKv9E"
"Rue de Sèvres, 75006, Paris",5556,60,4,"Apartment",2,2,4,"https://wunderflats.com/en/furnished-apartment/charming-60m-apartment-near-le-bon-marche/64be4c65d02a8a95c3f24314?from=2025-12-31&dataLayerKey=jVltEs5G1J88BoZoWKv9E"
"Rue d'Enghien, 75010, Paris",10000,121,4,"Apartment",3,4,6,"https://wunderflats.com/en/furnished-apartment/spacious-121m2-flat-for-6-people-ideally-located-near-the-grands-boulevards/65bcdb890d8bd0548de89230?from=2025-12-31&dataLayerKey=jVltEs5G1J88BoZoWKv9E"
"Rue Legendre, 75017, Paris",1300,18,6,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/newly-renovated-studio/65f4a1f06255cbe6d81437d7?from=2025-12-31&dataLayerKey=jVltEs5G1J88BoZoWKv9E"
"Rue d'Amsterdam, 75009, Paris",6556,54,4,"Apartment",1,2,2,"https://wunderflats.com/en/furnished-apartment/stylish-and-spacious-apartment-montmartre/649d912b3ed9effa787b77bd?from=2025-12-31&dataLayerKey=jVltEs5G1J88BoZoWKv9E"
"Passage Gambetta, 75020, Paris",2400,61,1,"Apartment",1,3,2,"https://wunderflats.com/en/furnished-apartment/refurbished-streamlined-apartment/665c9a898d1d394120e36e8f?from=2025-12-31&dataLayerKey=jVltEs5G1J88BoZoWKv9E"
"Rue Nicolas Chuquet, 75017, Paris",15111,155,4,"Apartment",4,5,8,"https://wunderflats.com/en/furnished-apartment/155m-apartment-in-the-17th-arrondissement-of-paris/65ca43996e5aca73b3c52aab?from=2025-12-31&dataLayerKey=jVltEs5G1J88BoZoWKv9E"
"Rue Jorge Semprún, 75012, Paris",3069,25,8,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/gorgeous-large-studio-with-free-wifi-near-gare-de-lyon-comfort-and-convenience-in-paris/6462b3f2eddc7e00b79e602c?from=2025-12-31&dataLayerKey=jVltEs5G1J88BoZoWKv9E"
"Rue Théodore de Banville, 75017, Paris",13111,157,1,"Apartment",4,5,6,"https://wunderflats.com/en/furnished-apartment/charming-renovated-apartment-with-elevator-in-a-historic-building-spacious-4-bedroom-gem/64e86daac511e3c6af693c61?from=2025-12-31&dataLayerKey=jpDqFxMJr8RFxyrpckt_p"
"Boulevard de Port-Royal, 75013, Paris",2644,50,3,"Apartment",1,2,2,"https://wunderflats.com/en/furnished-apartment/50-m-three-room-apartment-in-the-croulebarbe-district-13th-arrondissement-of-paris/668e74d09b11cea2711cecfe?from=2025-12-31&dataLayerKey=jpDqFxMJr8RFxyrpckt_p"
"Rue Chaptal, 75009, Paris",15167,180,1,"Apartment",5,5,9,"https://wunderflats.com/en/furnished-apartment/spacious-and-wonderful-apartment-in-vibrant-neighbourhood/6540dc7834c4f6ea2550d756?from=2025-12-31&dataLayerKey=jpDqFxMJr8RFxyrpckt_p"
"Avenue Beaucour, 75008, Paris",2400,33,4,"Apartment",2,2,3,"https://wunderflats.com/en/furnished-apartment/apartment-near-the-arc-de-triomphe-and-the-champs-elysees-the-ternes-district-parc-monceau/65f869bfa27c76376ddc48f7?from=2025-12-31&dataLayerKey=jpDqFxMJr8RFxyrpckt_p"
"Rue de Charonne, 75011, Paris",2889,24,1,"Apartment",1,2,2,"https://wunderflats.com/en/furnished-apartment/gorgeous-flat-close-to-bastille/63f479aaf4c7d6e46a70a4ab?from=2025-12-31&dataLayerKey=jpDqFxMJr8RFxyrpckt_p"
"Rue Marcadet, 75018, Paris",2400,42,3,"Apartment",3,3,4,"https://wunderflats.com/en/furnished-apartment/charming-2-bedroom-furnished-apartment-near-montmartre/65f81921c8fade02d88ad380?from=2025-12-31&dataLayerKey=jpDqFxMJr8RFxyrpckt_p"
"Rue Jorge Semprún, 75012, Paris",4185,38,8,"Apartment",2,2,4,"https://wunderflats.com/en/furnished-apartment/modern-1-br-apartment-with-free-wifi-near-gare-de-lyon-comfort-and-convenience-in-paris/64634c3eeddc7e00b79f831f?from=2025-12-31&dataLayerKey=jpDqFxMJr8RFxyrpckt_p"
